date,gold returns,bitcoin returns
2014-09-17,-0.0006476093197319566,
2014-09-18,-0.0070480175233696984,-0.07192557719547721
2014-09-19,-0.008484867761898163,-0.0698426440964911
2014-09-22,0.0012342630951378553,0.008352102529883387
2014-09-23,0.003451636120044288,0.08364741771971951
2014-09-24,-0.001965621621621616,-0.0288808131265037
2014-09-25,0.0021335754564302256,-0.027483092962701794
2014-09-26,-0.005813933249985914,-0.017369942982672137
2014-09-29,0.0028004481238865786,-0.004544210869582455
2014-09-30,-0.005749486652977365,0.03056723944934614
2014-10-01,0.0033870103263113904,-0.008603337950711332
2014-10-02,-0.0003293471166674333,-0.022269721524698416
2014-10-03,-0.018118926773041832,-0.04148536380579804
2014-10-06,0.0121623893608096,0.029855541797274787
2014-10-07,0.0041435321148861615,0.018504666503937894
2014-10-08,-0.00528175477329873,0.04983235342833536
2014-10-09,0.016012549751418748,0.03424377778521115
2014-10-10,-0.002939715883188865,-0.009489704816945443
2014-10-13,0.006797746928746795,0.031343339053129915
2014-10-14,0.003497866125929061,0.02678181103448707
2014-10-15,0.008511673317347812,-0.01520938228365043
2014-10-16,-0.0028936388308393735,-0.030946923144517968
2014-10-17,-0.0017734389359129743,0.003142013195453819
2014-10-20,0.004603045121901683,-0.017202048466729125
2014-10-21,0.00562700964630225,0.009481657042715197
2014-10-22,-0.004955996003197516,-0.008582743899355871
2014-10-23,-0.013094511856016067,-0.06457126993489026
2014-10-24,0.0021977623117623857,-0.0002008582227037703
2014-10-27,-0.0017056327839312102,-0.0048350059532734635
2014-10-28,8.13400064698655e-05,0.01311371407156603
2014-10-29,-0.003986253006285856,-0.06159367627599721
2014-10-30,-0.021400042433552202,0.028945919029897293
2014-10-31,-0.02253568194712996,-0.020225537254250026
2014-11-03,-0.001451585718416859,0.005099812239022894
2014-11-04,-0.001710278740339799,0.008969568759880753
2014-11-05,-0.018845296854302584,0.02721393525756821
2014-11-06,-0.002706456203112606,0.028879003054712138
2014-11-07,0.023899085904705242,-0.01968278457114414
2014-11-10,-0.008549931775990394,0.010075325161308157
2014-11-11,0.0027596352761565246,0.0021012416110319787
2014-11-12,-0.003353994526706372,0.15193569925196204
2014-11-13,0.0018983104275092089,-0.006672049519761636
2014-11-14,0.020583950128339357,-0.054468947953068336
2014-11-17,-0.0016877637130802148,-0.0012220185866892441
2014-11-18,0.011580685545224068,-0.031517140366671303
2014-11-19,-0.002590436305616617,0.014277781407564971
2014-11-20,-0.0024296456587730164,-0.05968913144702859
2014-11-21,0.005710967733129513,-0.019539470372674672
2014-11-24,-0.001670146137787043,0.0253772802973955
2014-11-25,0.0013383320786282127,-0.004120469290024631
2014-11-26,-0.0004176760588290307,-0.0185907401897063
2014-12-01,0.01788402509545106,0.0031689128851883908
2014-12-02,-0.015435179802955612,0.00545823155820413
2014-12-03,0.007755211290864983,-0.016534864788771086
2014-12-04,-0.0008274720728175256,-0.014415631198751333
2014-12-05,-0.014409957763975134,0.01961558836359356
2014-12-08,0.0038652004812747,-0.03515377161744693
2014-12-09,0.03080275425574186,-0.02677469496565177
2014-12-10,-0.0021112269589930177,-0.016620352961430718
2014-12-11,-0.003092235272020849,0.01195565983732938
2014-12-12,-0.002530386140502161,0.005808687812179469
2014-12-15,-0.01211133306055645,-0.01787945407890623
2014-12-16,-0.01101716993028612,-0.05294122963140868
2014-12-17,0.00033505736825412136,-0.022277154584372738
2014-12-18,0.0003348421532218815,-0.026205859644858
2014-12-19,0.0010044974045537725,0.02070351283514893
2014-12-22,-0.013546343904078717,0.034418701506478744
2014-12-23,-0.0015257498302634342,0.008093155822493925
2014-12-26,0.014772072880100406,0.02794918971247351
2014-12-29,-0.011377978283676815,-0.014402393143234327
2014-12-30,0.01565541234417811,-0.006182278183485268
2014-12-31,-0.013581009552965706,0.030430856319009214
2015-01-02,0.0017737781547675358,0.002491718406238519
2015-01-05,0.015092768971332271,0.03890683672155859
2015-01-06,0.012791780623803595,0.04268162391585939
2015-01-07,-0.007135301115697712,0.028470734872247716
2015-01-08,-0.0018172410735286526,-0.037331381294270494
2015-01-09,0.006289288190216125,0.02491270844404858
2015-01-12,0.013733512335526443,0.008040299510045923
2015-01-13,0.001298043371139812,-0.15659307669244793
2015-01-14,8.099732320432373e-05,-0.21144861968905204
2015-01-15,0.024546278686721656,0.17821708525208035
2015-01-16,0.009646614590562264,-0.008325203722533092
2015-01-20,0.013548380198009857,-0.01650364715806585
2015-01-21,-0.0003863390657785626,0.07373826208515011
2015-01-22,0.00541083733874248,0.02868703823293761
2015-01-23,-0.006227397020944547,-0.002257902480881313
2015-01-26,-0.010211938917752184,0.07786199577592434
2015-01-27,0.009613824268616789,-0.03655931771134446
2015-01-28,-0.004490150360004219,-0.1121928544523878
2015-01-29,-0.024340965406187798,-0.0017185431119415284
2015-01-30,0.01904991587533722,-0.03035375760664294
2015-02-02,-0.0017990215095814444,0.049596443614190244
2015-02-03,-0.012929008488890004,-0.0460103464144106
2015-02-04,0.0032548211157308327,-0.0018260731421477772
2015-02-05,-0.0014243147097710018,-0.04294413178945122
2015-02-06,-0.022266225039619614,0.023743680375243326
2015-02-09,0.005592045437872395,-0.014779877337208203
2015-02-10,-0.007414629784560867,-0.0012311844022027119
2015-02-11,-0.010230575061329739,-0.0029749361356505855
2015-02-12,0.0009023593109105388,0.011766361856571983
2015-02-13,0.005245491456349338,0.06161051165705844
2015-02-17,-0.015002057888300113,0.04176733499170515
2015-02-18,-0.006953087630886534,-0.02990023796272634
2015-02-19,0.006168229809321746,0.016743823925529533
2015-02-20,-0.002236726082082141,0.014549518389783689
2015-02-23,-0.0034041638312023448,0.012352868873812595
2015-02-24,-0.0028326458895278073,-0.0006571881909581689
2015-02-25,0.0034254957956287857,-0.005298762203703955
2015-02-26,0.0071606794338050506,-0.004396370049284615
2015-02-27,0.0024801587793681357,0.0736044613029967
