,gold,bitcoin,cpi,oil
,close,close,close,close
date,,,,
2017-06-08,1277.5,2798.8,27.38,45.64
2017-06-09,1269.5,2811.4,27.37,45.83
2017-06-12,1267.2,2656.8,27.36,46.32
2017-06-13,1266.9,2713.0,27.37,46.67
2017-06-14,1274.2,2467.3,27.38,44.93
2017-06-15,1253.0,2442.5,27.4,44.68
2017-06-16,1255.1,2508.6,27.36,44.97
2017-06-19,1245.3,2616.8,27.37,44.43
2017-06-20,1242.1,2754.4,27.36,43.51
2017-06-21,1244.2,2677.6,27.36,42.53
2017-06-22,1247.9,2722.8,27.36,42.74
2017-06-23,1254.8,2710.4,27.36,43.01
2017-06-26,1244.9,2446.1,27.37,43.38
2017-06-27,1245.3,2583.8,27.35,44.24
2017-06-28,1247.5,2577.7,27.31,44.74
2017-06-29,1244.2,2558.4,27.34,44.93
2017-06-30,1266.6,2480.6,27.31,46.04
2017-07-03,1243.5,2572.5,27.3,47.07
2017-07-05,1246.4,2627.9,27.28,45.13
2017-07-06,1248.7,2614.2,27.29,45.52
2017-07-07,1234.7,2513.9,27.26,44.23
2017-07-10,1214.9,2344.0,27.26,44.4
2017-07-11,1216.4,2324.3,27.27,45.23
2017-07-12,1220.8,2403.1,27.27,45.66
2017-07-13,1218.9,2362.4,27.32,46.25
2017-07-14,1229.1,2234.2,27.32,46.75
2017-07-17,1235.3,2233.4,27.36,46.23
2017-07-18,1266.3,2320.2,27.36,46.59
2017-07-19,1266.4,2282.6,27.38,47.32
2017-07-20,1246.8,2866.0,27.4,46.92
2017-07-21,1256.0,2675.1,27.4,45.77
2017-07-24,1255.6,2763.4,27.42,46.34
2017-07-25,1275.8,2582.6,27.42,47.89
2017-07-26,1250.8,2559.2,27.39,48.75
2017-07-27,1261.5,2691.9,27.42,49.04
2017-07-28,1270.2,2806.8,27.42,49.71
2017-07-31,1268.9,2883.3,27.44,50.17
2017-08-01,1275.2,2747.0,27.44,49.16
2017-08-02,1274.2,2720.5,27.46,49.59
2017-08-03,1270.2,2810.0,27.45,49.03
2017-08-04,1260.2,2878.5,27.47,49.58
2017-08-07,1260.2,3401.9,27.45,49.39
2017-08-08,1257.9,3429.4,27.46,49.17
2017-08-09,1274.6,3348.8,27.46,49.56
2017-08-10,1285.1,3425.7,27.47,48.59
2017-08-11,1289.0,3654.4,27.46,48.97
2017-08-14,1285.3,4327.9,27.47,47.73
2017-08-15,1274.7,4161.7,27.48,47.7
2017-08-16,1277.9,4387.4,27.45,46.94
2017-08-17,1287.3,4278.9,27.47,47.24
2017-08-18,1286.5,4105.4,27.46,48.66
2017-08-21,1291.5,4005.1,27.45,47.53
2017-08-22,1309.0,4089.7,27.47,47.83
2017-08-23,1312.3,4141.1,27.47,48.41
2017-08-24,1309.5,4318.4,27.5,47.43
2017-08-25,1315.4,4364.4,27.47,47.87
2017-08-28,1333.2,4390.3,27.49,46.57
2017-08-29,1336.9,4597.3,27.49,46.44
2017-08-30,1332.1,4583.0,27.49,45.96
2017-08-31,1339.7,4735.1,27.49,47.23
2017-09-01,1348.3,4921.9,27.52,47.29
2017-09-05,1362.6,4409.1,27.51,48.66
2017-09-06,1357.2,4618.7,27.55,49.16
2017-09-07,1369.3,4635.6,27.54,49.09
2017-09-08,1370.4,4326.5,27.58,47.48
2017-09-11,1355.2,4217.9,27.59,48.07
2017-09-12,1351.9,4158.9,27.57,48.75
2017-09-13,1347.4,3870.3,27.54,49.75
2017-09-14,1349.2,3243.1,27.53,50.35
2017-09-15,1345.1,3713.8,27.54,50.44
2017-09-18,1330.3,4100.3,27.54,50.35
2017-09-19,1330.1,3908.0,27.51,49.9
2017-09-20,1335.8,3882.2,27.5,50.69
2017-09-21,1314.2,3617.3,27.47,50.55
2017-09-22,1316.9,3600.8,27.46,50.66
2017-09-25,1331.0,3932.8,27.46,52.22
2017-09-26,1321.2,3892.7,27.48,51.88
2017-09-27,1307.6,4212.2,27.46,52.14
2017-09-28,1330.8,4195.6,27.45,51.56
2017-09-29,1327.1,4172.8,27.47,51.67
2017-10-02,1318.4,4401.3,27.48,50.58
2017-10-03,1317.1,4314.2,27.48,50.42
2017-10-04,1319.3,4218.7,27.49,49.98
2017-10-05,1316.1,4321.4,27.5,50.79
2017-10-06,1315.9,4371.9,27.52,49.29
2017-10-09,1326.3,4777.5,27.51,49.58
2017-10-10,1335.3,4763.4,27.52,50.92
2017-10-11,1330.4,4824.2,27.53,51.6
2017-10-12,1338.2,5432.6,27.55,50.93
2017-10-13,1346.3,5637.3,27.56,51.73
2017-10-16,1345.4,5759.3,27.58,52.14
2017-10-17,1328.2,5598.6,27.56,52.11
2017-10-18,1325.0,5575.8,27.56,52.26
2017-10-19,1331.6,5698.6,27.55,51.51
2017-10-20,1321.9,5993.1,27.55,51.84
2017-10-23,1322.6,5903.6,27.54,51.9
2017-10-24,1319.9,5513.1,27.53,52.47
2017-10-25,1321.0,5734.0,27.51,52.18
2017-10-26,1311.6,5887.6,27.49,52.64
2017-10-27,1313.5,5764.6,27.48,53.9
2017-10-30,1319.3,6124.3,27.53,54.15
2017-10-31,1312.1,6451.2,27.53,54.38
2017-11-01,1279.2,6737.8,27.52,54.3
2017-11-02,1279.8,7024.8,27.52,54.54
2017-11-03,1270.8,7152.1,27.53,55.64
2017-11-06,1283.3,6959.2,27.54,57.35
2017-11-07,1277.5,7102.8,27.56,57.2
2017-11-08,1285.4,7444.4,27.55,56.81
2017-11-09,1289.2,7129.6,27.57,57.39
2017-11-10,1275.9,6565.8,27.56,56.98
2017-11-13,1280.6,6522.5,27.55,56.97
2017-11-14,1284.6,6597.1,27.56,55.89
2017-11-15,1279.4,7283.2,27.55,55.52
2017-11-16,1279.9,7853.7,27.55,55.35
2017-11-17,1298.2,7700.0,27.58,56.71
2017-11-20,1277.1,8244.7,27.6,56.42
2017-11-21,1283.5,8100.0,27.6,56.83
2017-11-22,1294.1,8234.5,27.64,58.02
2017-11-24,1289.2,8200.8,27.68,58.95
2017-11-27,1296.2,9733.2,27.67,58.11
2017-11-28,1296.6,9906.0,27.68,57.99
2017-11-29,1283.7,9837.9,27.72,57.3
2017-11-30,1274.8,9946.8,27.71,57.4
2017-12-01,1280.2,10861.5,27.7,58.36
2017-12-04,1275.5,11623.9,27.72,57.47
2017-12-05,1263.0,11667.1,27.69,57.62
2017-12-06,1264.3,13749.6,27.66,55.96
2017-12-07,1251.4,16850.3,27.67,56.69
2017-12-08,1246.5,16047.6,27.66,57.36
2017-12-11,1245.1,16732.5,27.68,57.99
2017-12-12,1239.8,17083.9,27.68,57.16
2017-12-13,1246.9,16286.8,27.68,56.59
2017-12-14,1255.3,16467.9,27.73,57.08
2017-12-15,1255.8,17604.8,27.7,57.33
2017-12-18,1263.7,18972.3,27.74,57.22
2017-12-19,1262.4,17523.7,27.79,57.56
2017-12-20,1267.8,16462.0,27.74,58.09
2017-12-21,1268.8,15632.1,27.73,58.36
2017-12-22,1277.0,13665.0,27.75,58.47
2017-12-26,1285.5,15756.6,27.75,59.97
2017-12-27,1288.3,15416.6,27.74,59.64
2017-12-28,1299.5,14398.7,27.75,59.84
2017-12-29,1311.4,14392.6,27.48,60.42
2018-01-02,1318.3,14754.1,27.46,60.37
2018-01-03,1320.8,15156.6,27.5,61.63
2018-01-04,1323.9,15180.1,27.52,62.01
2018-01-05,1324.5,16954.8,27.53,61.44
2018-01-08,1322.7,14976.2,27.54,61.73
2018-01-09,1315.9,14778.5,27.55,62.87
2018-01-10,1321.6,15043.0,27.55,63.42
2018-01-11,1324.7,13535.4,27.55,63.68
2018-01-12,1337.2,13886.7,27.65,64.23
2018-01-16,1339.3,11362.0,27.68,63.67
2018-01-17,1341.4,11192.3,27.65,63.92
2018-01-18,1329.5,11245.4,27.68,63.89
2018-01-19,1335.3,11580.2,27.65,63.31
2018-01-22,1334.3,10864.8,27.71,63.57
2018-01-23,1339.0,10903.2,27.75,64.47
2018-01-24,1358.7,11452.3,27.78,65.61
2018-01-25,1365.2,11203.0,27.81,65.51
2018-01-26,1354.4,11118.1,27.79,66.14
2018-01-29,1342.2,11244.8,27.82,65.56
2018-01-30,1337.2,10166.0,27.76,64.5
2018-01-31,1340.4,10265.4,27.69,64.73
2018-02-01,1345.0,9181.1,27.71,65.8
2018-02-02,1334.6,8893.2,27.71,65.45
2018-02-05,1333.8,6938.5,27.56,64.15
2018-02-06,1326.9,7701.2,27.43,63.39
2018-02-07,1312.2,7594.7,27.46,61.79
2018-02-08,1316.5,8164.2,27.39,61.15
2018-02-09,1313.3,8699.8,27.26,58.99
2018-02-12,1324.0,8903.5,27.31,59.08
2018-02-13,1328.0,8539.2,27.37,59.03
2018-02-14,1355.6,9476.3,27.41,60.51
2018-02-15,1352.9,10037.3,27.52,61.17
2018-02-16,1353.7,10178.7,27.59,61.55
2018-02-20,1328.9,11238.7,27.59,61.79
2018-02-21,1329.8,10473.0,27.5,61.68
2018-02-22,1330.4,9841.7,27.49,62.77
2018-02-23,1327.9,10170.4,27.51,63.55
2018-02-26,1330.3,10285.1,27.58,63.91
2018-02-27,1315.5,10594.4,27.63,63.01
2018-02-28,1315.5,10333.9,27.49,61.64
2018-03-01,1302.9,10904.5,27.43,60.99
2018-03-02,1321.1,10827.7,27.43,61.25
2018-03-05,1318.1,11330.6,27.48,62.57
2018-03-06,1333.6,10675.1,27.51,62.6
2018-03-07,1326.0,9902.9,27.58,61.15
2018-03-08,1319.9,9300.0,27.59,60.12
2018-03-09,1322.4,9217.0,27.58,61.92
2018-03-12,1319.4,9137.4,27.67,61.33
2018-03-13,1325.9,9154.9,27.68,60.75
2018-03-14,1324.4,8210.6,27.66,61.02
2018-03-15,1316.8,8264.4,27.64,61.25
2018-03-16,1311.3,8289.2,27.6,62.41
2018-03-19,1316.8,8616.8,27.6,62.13
2018-03-20,1314.5,8912.6,27.56,63.54
2018-03-21,1324.0,8905.9,27.56,65.17
2018-03-22,1329.8,8726.2,27.65,64.3
2018-03-23,1352.4,8916.8,27.51,65.88
2018-03-26,1357.6,8143.5,27.48,65.55
2018-03-27,1344.7,7801.7,27.6,65.25
2018-03-28,1326.9,7954.9,27.51,64.38
2018-03-29,1324.3,7129.2,27.46,64.94
2018-04-02,1343.9,7068.4,27.52,63.01
2018-04-03,1334.2,7424.2,27.47,63.51
2018-04-04,1337.1,6808.9,27.49,63.37
2018-04-05,1325.5,6782.0,27.54,63.54
2018-04-06,1333.1,6624.3,27.55,62.06
2018-04-09,1337.1,6781.9,27.48,63.43
2018-04-10,1342.9,6854.8,27.49,65.44
2018-04-11,1356.9,6962.1,27.58,66.74
2018-04-12,1338.7,7926.6,27.61,66.95
2018-04-13,1344.7,7887.4,27.59,67.33
2018-04-16,1347.5,8070.0,27.57,66.2
2018-04-17,1346.3,7908.6,27.62,66.51
2018-04-18,1350.2,8178.4,27.68,68.47
2018-04-19,1345.4,8290.8,27.68,68.33
2018-04-20,1334.9,8867.0,27.63,68.4
2018-04-23,1320.6,8952.8,27.56,68.64
2018-04-24,1329.7,9645.3,27.52,67.7
2018-04-25,1319.5,8873.1,27.47,68.05
2018-04-26,1314.6,9287.0,27.44,68.19
2018-04-27,1326.5,8940.9,27.5,68.1
2018-04-30,1322.3,9245.1,27.52,68.57
2018-05-01,1309.9,9074.9,27.47,67.25
2018-05-02,1308.6,9243.2,27.45,67.93
2018-05-03,1315.7,9749.7,27.43,68.43
2018-05-04,1317.7,9708.6,27.44,69.72
2018-05-07,1317.2,9431.6,27.51,70.73
2018-05-08,1316.8,9196.4,27.53,69.06
2018-05-09,1316.1,9319.1,27.54,71.14
2018-05-10,1325.3,9025.7,27.57,71.31
2018-05-11,1323.8,8408.3,27.65,70.68
2018-05-14,1321.2,8674.1,27.66,70.99
2018-05-15,1293.4,8477.0,27.64,71.37
2018-05-16,1294.5,8344.4,27.56,71.56
2018-05-17,1292.4,8063.0,27.6,71.57
2018-05-18,1294.1,8245.7,27.61,71.37
2018-05-21,1293.5,8403.3,27.62,72.35
2018-05-22,1294.6,8006.0,27.65,72.2
2018-05-23,1292.2,7512.3,27.63,71.84
2018-05-24,1307.3,7592.9,27.65,70.71
2018-05-25,1306.4,7477.7,27.67,67.88
2018-05-29,1301.6,7467.7,27.66,66.73
2018-05-30,1304.5,7400.1,27.65,68.21
2018-05-31,1302.6,7502.6,27.72,67.04
2018-06-01,1297.1,7530.8,27.67,65.81
2018-06-04,1295.1,7504.3,27.7,64.75
2018-06-05,1299.9,7631.5,27.72,65.52
2018-06-06,1299.2,7661.0,27.75,64.73
2018-06-07,1300.7,7697.8,27.79,65.95
2018-06-08,1300.5,7622.1,27.78,65.74
2018-06-11,1301.0,6885.9,27.8,66.1
2018-06-12,1297.2,6558.2,27.81,66.28
2018-06-13,1299.2,6312.3,27.81,66.52
2018-06-14,1306.2,6647.1,27.8,66.69
2018-06-15,1276.3,6410.3,27.83,64.85
2018-06-18,1278.0,6719.8,27.81,65.69
2018-06-19,1276.5,6752.4,27.81,64.9
2018-06-20,1272.4,6765.4,27.8,65.71
2018-06-21,1268.6,6728.0,27.82,65.54
2018-06-22,1268.9,6055.7,27.78,68.58
2018-06-25,1267.2,6256.6,27.78,68.08
2018-06-26,1258.0,6082.1,27.7,70.53
2018-06-27,1253.0,6154.9,27.72,72.76
2018-06-28,1247.8,5883.5,27.66,73.45
2018-06-29,1251.3,6213.3,27.67,74.15
2018-07-02,1239.8,6619.5,27.68,73.94
2018-07-03,1251.6,6513.5,27.69,74.14
2018-07-05,1257.3,6546.5,27.71,72.94
2018-07-06,1254.3,6617.7,27.77,73.8
2018-07-09,1262.8,6667.1,27.81,73.85
2018-07-10,1258.7,6307.2,27.86,74.11
2018-07-11,1247.4,6389.1,27.85,68.86
2018-07-12,1249.1,6250.6,27.8,69.35
2018-07-13,1243.8,6230.2,27.84,69.95
2018-07-16,1242.2,6729.9,27.83,67.07
2018-07-17,1229.9,7322.0,27.82,67.16
2018-07-18,1230.5,7383.6,27.84,67.75
2018-07-19,1226.5,7477.5,27.85,68.24
2018-07-20,1233.6,7339.4,27.85,68.26
2018-07-23,1228.0,7723.0,27.86,67.89
2018-07-24,1228.2,8407.0,27.86,68.52
2018-07-25,1234.5,8173.7,27.86,69.3
2018-07-26,1228.6,7937.0,27.89,69.61
2018-07-27,1226.5,8187.4,27.89,68.69
2018-07-30,1224.2,8177.1,27.85,70.13
2018-07-31,1226.4,7729.4,27.83,68.76
2018-08-01,1220.3,7606.4,27.86,67.66
2018-08-02,1212.9,7535.6,27.85,68.96
2018-08-03,1215.9,7419.0,27.86,68.49
2018-08-06,1210.6,6943.6,27.86,69.01
2018-08-07,1211.2,6724.9,27.87,69.17
2018-08-08,1214.2,6283.6,27.9,66.94
2018-08-09,1213.0,6538.8,27.89,66.14
2018-08-10,1212.1,6152.3,27.89,66.94
2018-08-13,1192.2,6255.3,27.84,66.57
2018-08-14,1194.0,6190.2,27.81,66.33
2018-08-15,1178.2,6256.9,27.84,64.46
2018-08-16,1177.1,6306.7,27.78,64.88
2018-08-17,1177.3,6581.7,27.83,65.21
2018-08-20,1187.8,6268.1,27.86,65.42
2018-08-21,1193.2,6482.2,27.87,65.84
2018-08-22,1196.4,6359.6,27.91,67.86
2018-08-23,1187.2,6521.2,27.92,67.83
2018-08-24,1206.3,6680.4,27.91,68.72
2018-08-27,1209.2,6897.6,27.94,68.87
2018-08-28,1207.5,7074.6,27.99,68.53
2018-08-29,1204.2,7029.1,27.99,69.51
2018-08-30,1197.7,6993.7,28.01,70.25
2018-08-31,1200.3,7033.8,27.99,69.8
2018-09-04,1192.7,7377.5,27.99,69.87
2018-09-05,1194.9,6706.8,27.97,68.72
2018-09-06,1197.9,6514.0,27.94,67.77
2018-09-07,1193.6,6390.9,27.92,67.75
2018-09-10,1193.0,6321.0,27.9,67.54
2018-09-11,1195.4,6293.9,27.92,69.25
2018-09-12,1204.7,6338.0,27.94,70.16
2018-09-13,1202.0,6482.9,27.94,68.41
2018-09-14,1195.0,6483.7,27.96,68.77
2018-09-17,1203.4,6251.9,27.97,68.68
2018-09-18,1200.7,6342.0,27.94,69.59
2018-09-19,1206.1,6390.4,27.98,70.77
2018-09-20,1208.9,6489.2,28.0,70.32
2018-09-21,1198.6,6766.7,28.05,70.78
2018-09-24,1201.7,6584.1,28.04,72.08
2018-09-25,1202.5,6445.1,28.03,72.28
2018-09-26,1196.9,6468.1,28.05,71.57
2018-09-27,1185.5,6689.2,28.02,72.12
2018-09-28,1193.9,6636.0,28.03,73.25
2018-10-01,1189.4,6608.2,28.05,75.3
2018-10-02,1204.2,6549.9,28.04,75.23
2018-10-03,1200.1,6507.8,27.99,76.41
2018-10-04,1198.8,6584.2,28.01,74.33
2018-10-05,1202.8,6639.1,27.92,74.34
2018-10-08,1185.8,6669.6,27.88,74.29
2018-10-09,1188.8,6650.8,27.87,74.81
2018-10-10,1190.8,6618.0,27.86,73.03
2018-10-11,1225.1,6239.1,27.7,70.81
2018-10-12,1219.5,6291.3,27.59,71.18
2018-10-15,1227.8,6699.8,27.65,71.61
2018-10-16,1228.4,6705.3,27.64,71.76
2018-10-17,1224.8,6686.6,27.78,69.7
2018-10-18,1227.4,6574.1,27.74,68.71
2018-10-19,1226.0,6512.0,27.63,69.28
2018-10-22,1222.0,6555.8,27.61,69.36
2018-10-23,1234.1,6528.7,27.62,66.43
2018-10-24,1228.4,6530.7,27.55,66.82
2018-10-25,1229.5,6507.0,27.37,67.33
2018-10-26,1232.4,6510.0,27.48,67.59
2018-10-29,1224.7,6335.0,27.43,67.04
2018-10-30,1222.6,6325.7,27.38,66.18
2018-10-31,1212.3,6365.9,27.47,65.31
2018-11-01,1236.0,6400.5,27.49,63.69
2018-11-02,1282.2,6424.7,27.6,63.14
2018-11-05,1236.2,6459.7,27.61,63.1
2018-11-06,1230.5,6502.8,27.61,62.21
2018-11-07,1233.1,6565.3,27.62,61.67
2018-11-08,1229.3,6474.0,27.72,60.67
2018-11-09,1212.6,6412.0,27.66,60.19
2018-11-12,1207.3,6435.0,27.57,60.08
2018-11-13,1205.1,6429.2,27.47,55.84
2018-11-14,1213.8,5842.4,27.44,56.44
2018-11-15,1218.6,5718.9,27.44,56.68
2018-11-16,1226.4,5636.2,27.52,56.68
2018-11-19,1228.6,4883.8,27.54,57.2
2018-11-20,1224.4,4524.6,27.46,53.43
2018-11-21,1231.2,4638.7,27.3,54.63
2018-11-23,1226.6,4398.0,27.39,50.42
2018-11-26,1226.1,3837.0,27.32,51.63
2018-11-27,1217.1,3866.5,27.39,51.56
2018-11-28,1227.2,4265.4,27.38,50.29
2018-11-29,1227.9,4296.5,27.49,51.45
2018-11-30,1223.6,4039.7,27.48,50.93
2018-12-03,1236.9,3897.8,27.49,52.95
2018-12-04,1243.3,3958.5,27.59,53.25
2018-12-06,1239.7,3508.6,27.41,51.49
2018-12-07,1248.2,3422.2,27.38,52.61
2018-12-10,1244.9,3460.5,27.28,51.0
2018-12-11,1242.8,3407.7,27.23,51.65
2018-12-12,1246.1,3466.1,27.25,51.36
2018-12-13,1243.7,3315.3,27.3,52.83
2018-12-14,1237.9,3247.8,27.29,51.47
2018-12-17,1248.2,3526.1,27.2,50.2
2018-12-18,1250.1,3668.0,27.08,46.6
2018-12-19,1252.6,3687.1,27.04,48.17
2018-12-20,1263.9,4076.0,26.96,45.88
2018-12-21,1254.6,3850.9,26.89,45.59
2018-12-24,1267.9,4026.1,26.78,42.53
2018-12-26,1269.0,3793.7,26.67,46.22
2018-12-27,1277.4,3586.9,26.91,44.61
2018-12-28,1279.9,3861.6,26.57,45.33
2018-12-31,1278.3,3709.4,26.58,45.41
2019-01-02,1281.0,3873.8,26.62,46.54
2019-01-03,1291.8,3780.1,26.65,47.09
2019-01-04,1329.2,3802.7,26.56,47.96
2019-01-07,1333.4,3985.9,26.75,48.52
2019-01-08,1329.3,3971.0,26.81,49.78
2019-01-09,1335.5,3978.0,26.88,52.69
2019-01-10,1331.2,3603.7,26.96,52.91
2019-01-11,1333.2,3616.5,26.99,51.91
2019-01-14,1335.3,3638.1,26.98,50.8
2019-01-15,1331.8,3571.3,26.93,52.39
2019-01-16,1337.4,3588.0,26.99,52.61
2019-01-17,1335.9,3626.4,27.03,52.36
2019-01-18,1326.1,3605.6,27.07,54.04
2019-01-22,1326.4,3580.1,27.15,53.01
2019-01-23,1327.3,3561.5,27.06,52.62
2019-01-24,1322.9,3574.3,27.07,53.13
2019-01-25,1341.3,3572.0,27.1,53.69
2019-01-28,1347.1,3442.8,27.16,51.99
2019-01-29,1352.7,3414.8,27.11,53.31
2019-01-30,1353.2,3460.0,27.11,54.23
2019-01-31,1322.3,3437.2,27.21,53.79
2019-02-01,1359.3,3467.9,27.26,55.26
2019-02-04,1356.5,3462.8,27.28,54.56
2019-02-05,1316.5,3468.4,27.32,53.66
2019-02-06,1352.0,3404.3,27.33,54.01
2019-02-07,1311.6,3397.7,27.32,52.64
2019-02-08,1315.9,3661.7,27.26,52.72
2019-02-11,1349.4,3631.8,27.27,52.41
2019-02-12,1351.4,3632.0,27.28,53.47
2019-02-13,1352.6,3611.5,27.36,54.31
2019-02-14,1351.2,3592.6,27.37,54.79
2019-02-15,1359.2,3604.7,27.38,55.98
2019-02-19,1381.9,3914.3,27.46,56.45
2019-02-20,1384.9,3972.4,27.48,57.16
2019-02-21,1364.7,3936.6,27.5,56.96
2019-02-22,1369.9,3965.2,27.49,57.26
2019-02-25,1366.4,3833.7,27.53,55.48
2019-02-26,1365.5,3810.3,27.53,55.5
2019-02-27,1358.1,3814.6,27.52,56.94
2019-02-28,1352.8,3816.6,27.53,57.22
2019-03-01,1335.8,3821.9,27.51,55.8
2019-03-04,1323.9,3715.9,27.54,56.59
2019-03-05,1321.1,3857.2,27.53,56.56
2019-03-06,1324.1,3863.0,27.52,56.22
2019-03-07,1322.3,3875.1,27.47,56.66
2019-03-08,1335.9,3865.9,27.42,56.07
2019-03-11,1327.4,3870.3,27.41,57.12
2019-03-12,1334.1,3886.0,27.5,57.2
2019-03-13,1345.7,3865.1,27.52,58.59
2019-03-14,1331.2,3879.0,27.56,58.91
2019-03-15,1338.9,3924.3,27.54,58.82
2019-03-18,1337.6,3990.2,27.57,59.38
2019-03-19,1342.9,4017.0,27.6,59.29
2019-03-20,1337.7,4041.2,27.59,60.23
2019-03-21,1343.2,3982.2,27.58,59.98
2019-03-22,1348.1,3990.4,27.63,59.04
2019-03-25,1358.2,3937.0,27.49,58.82
2019-03-26,1350.8,3942.8,27.5,59.94
2019-03-27,1346.0,4041.7,27.55,59.41
2019-03-28,1324.6,4025.6,27.52,59.3
2019-03-29,1328.0,4102.2,27.55,60.14
2019-04-01,1323.8,4145.1,27.58,61.59
2019-04-02,1325.1,4859.3,27.65,62.58
2019-04-03,1324.9,4968.7,27.65,62.46
2019-04-04,1323.8,4902.4,27.67,62.1
2019-04-05,1325.3,5010.2,27.69,63.08
2019-04-08,1331.6,5245.2,27.73,64.4
2019-04-09,1338.1,5158.4,27.74,63.98
2019-04-10,1343.6,5307.8,27.69,64.65
2019-04-11,1323.1,5022.6,27.74,63.67
2019-04-12,1325.6,5054.2,27.74,64.02
2019-04-15,1321.6,5032.3,27.78,63.56
2019-04-16,1307.3,5180.9,27.77,64.19
2019-04-17,1306.7,5208.3,27.78,63.87
2019-04-18,1306.0,5264.7,27.77,64.07
2019-04-22,1307.6,5346.7,27.76,65.55
2019-04-23,1303.0,5511.6,27.78,66.3
2019-04-24,1309.2,5415.6,27.83,65.89
2019-04-25,1309.5,5209.1,27.82,65.21
2019-04-26,1318.6,5298.3,27.8,63.3
2019-04-29,1311.0,5235.0,27.8,63.5
2019-04-30,1315.2,5320.8,27.82,63.91
2019-05-01,1313.8,5384.2,27.83,63.6
2019-05-02,1301.6,5493.8,27.8,61.81
2019-05-03,1311.0,5766.8,27.76,61.94
2019-05-06,1313.5,5745.1,27.82,62.25
2019-05-07,1315.2,5849.5,27.83,61.4
2019-05-08,1310.9,5990.3,27.72,62.12
2019-05-09,1314.6,6191.5,27.73,61.7
2019-05-10,1316.7,6386.0,27.72,61.8
2019-05-13,1330.4,7806.0,27.74,61.21
2019-05-14,1324.4,7994.6,27.62,61.96
2019-05-15,1325.6,8164.6,27.68,62.24
2019-05-16,1314.5,7871.8,27.71,63.06
2019-05-17,1303.8,7359.5,27.75,62.92
2019-05-20,1305.7,7965.3,27.71,63.21
2019-05-21,1301.6,7930.3,27.69,63.13
2019-05-22,1302.9,7635.7,27.73,61.42
2019-05-23,1313.4,7852.1,27.67,57.91
2019-05-24,1311.7,7970.1,27.57,58.63
2019-05-28,1305.1,8716.3,27.61,59.14
2019-05-29,1308.6,8647.8,27.58,58.81
2019-05-30,1314.9,8271.9,27.56,56.59
2019-05-31,1333.0,8558.3,27.52,53.5
2019-06-03,1348.9,8124.8,27.43,53.25
2019-06-04,1350.0,7685.5,27.43,53.48
2019-06-05,1354.4,7779.1,27.53,51.68
2019-06-06,1363.3,7784.9,27.51,52.59
2019-06-07,1366.8,7985.2,27.56,53.99
2019-06-10,1350.7,7987.8,27.62,53.26
2019-06-11,1353.0,7888.0,27.64,53.27
2019-06-12,1358.2,8133.1,27.65,51.37
2019-06-13,1364.9,8219.0,27.6,52.54
2019-06-14,1365.5,8656.1,27.64,52.77
2019-06-17,1363.6,9318.8,27.63,52.17
2019-06-18,1371.4,9080.6,27.62,54.11
2019-06-19,1369.4,9255.4,27.71,53.97
2019-06-20,1416.8,9517.0,27.73,57.07
2019-06-21,1419.9,10179.3,27.85,57.43
2019-06-24,1438.1,11046.4,27.85,57.9
2019-06-25,1438.5,11809.9,27.86,57.83
2019-06-26,1435.3,13063.8,27.82,59.38
2019-06-27,1432.1,11287.8,27.86,59.43
2019-06-28,1434.0,12409.1,27.88,58.47
2019-07-01,1410.1,10616.6,27.85,59.09
2019-07-02,1429.3,10835.9,27.91,56.25
2019-07-03,1442.2,11900.8,27.87,57.34
2019-07-05,1422.2,10970.2,27.91,57.51
2019-07-08,1422.7,12252.6,27.91,57.66
2019-07-09,1423.3,12541.5,27.89,57.83
2019-07-10,1435.6,12110.6,27.9,60.52
2019-07-11,1430.4,11342.3,27.99,60.28
2019-07-12,1435.9,11762.1,27.99,60.3
2019-07-15,1437.1,10845.9,28.01,59.68
2019-07-16,1434.7,9424.8,27.99,57.74
2019-07-17,1447.1,9723.2,27.95,56.92
2019-07-18,1451.9,10651.4,27.91,55.42
2019-07-19,1450.3,10571.5,27.91,55.76
2019-07-22,1450.7,10412.5,27.9,56.22
2019-07-23,1445.5,9888.7,27.91,56.77
2019-07-24,1447.6,9804.3,27.95,55.88
2019-07-25,1438.6,9945.3,27.93,56.02
2019-07-26,1443.5,9831.0,27.92,56.2
2019-07-29,1444.5,9580.9,27.95,56.87
2019-07-30,1453.0,9580.7,27.96,58.05
2019-07-31,1449.0,10082.0,27.98,58.58
2019-08-01,1443.7,10380.0,27.93,53.95
2019-08-02,1468.4,10520.1,27.84,55.66
2019-08-05,1486.9,11816.8,27.84,54.69
2019-08-06,1494.7,11480.9,27.73,53.63
2019-08-07,1530.1,12013.9,27.74,51.09
2019-08-08,1520.2,12191.6,27.71,52.54
2019-08-09,1519.4,12089.8,27.78,54.5
2019-08-12,1528.1,11394.2,27.79,54.93
2019-08-13,1525.2,10892.9,27.77,57.1
2019-08-14,1538.8,10049.4,27.87,55.25
2019-08-15,1542.1,10303.4,27.73,54.42
2019-08-16,1534.3,10335.6,27.72,54.81
2019-08-19,1522.3,10910.7,27.78,56.14
2019-08-20,1526.4,10752.6,27.85,56.13
2019-08-21,1526.4,10141.5,27.83,55.68
2019-08-22,1519.3,10105.0,27.87,55.35
2019-08-23,1548.4,10388.7,27.85,54.17
2019-08-26,1548.1,10371.8,27.72,53.64
