,date,bloomberg price
1791,2016-03-18,80.76
1792,2016-03-21,80.79
1793,2016-03-22,81.23
1794,2016-03-23,79.58
1795,2016-03-24,79.25
1796,2016-03-28,79.48
1797,2016-03-29,79.31
1798,2016-03-30,78.93
1799,2016-03-31,78.83
1800,2016-04-01,77.94
1801,2016-04-04,77.18
1802,2016-04-05,76.97
1803,2016-04-06,77.65
1804,2016-04-07,77.45
1805,2016-04-08,79.03
1806,2016-04-11,79.28
1807,2016-04-12,80.89
1808,2016-04-13,81.24
1809,2016-04-14,80.65
1810,2016-04-15,80.39
1811,2016-04-18,80.68
1812,2016-04-19,82.65
1813,2016-04-20,84.18
1814,2016-04-21,83.59
1815,2016-04-22,83.05
1816,2016-04-25,82.88
1817,2016-04-26,83.84
1818,2016-04-27,84.31
1819,2016-04-28,84.84
1820,2016-04-29,85.52
1821,2016-05-02,84.72
1822,2016-05-03,83.58
1823,2016-05-04,83.35
1824,2016-05-05,82.71
1825,2016-05-06,83.39
1826,2016-05-09,81.76
1827,2016-05-10,83.36
1828,2016-05-11,84.71
1829,2016-05-12,84.75
1830,2016-05-13,84.47
1831,2016-05-16,85.14
1832,2016-05-17,85.72
1833,2016-05-18,85.4
1834,2016-05-19,84.68
1835,2016-05-20,84.87
1836,2016-05-23,84.38
1837,2016-05-24,84.17
1838,2016-05-25,85.19
1839,2016-05-26,85.35
1840,2016-05-27,85.47
1841,2016-05-31,85.34
1842,2016-06-01,85.91
1843,2016-06-02,86.71
1844,2016-06-03,87.14
1845,2016-06-06,88.11
1846,2016-06-07,88.29
1847,2016-06-08,89.94
1848,2016-06-09,89.88
1849,2016-06-10,88.94
1850,2016-06-13,89.08
1851,2016-06-14,88.77
1852,2016-06-15,88.47
1853,2016-06-16,87.23
1854,2016-06-17,88.72
1855,2016-06-20,89.45
1856,2016-06-21,88.58
1857,2016-06-22,88.02
1858,2016-06-23,88.35
1859,2016-06-24,86.96
1860,2016-06-27,86.66
1861,2016-06-28,88.3
1862,2016-06-29,89.3
1863,2016-06-30,88.84
1864,2016-07-01,89.68
1865,2016-07-05,87.43
1866,2016-07-06,87.53
1867,2016-07-07,85.53
1868,2016-07-08,86.4
1869,2016-07-11,86.08
1870,2016-07-12,87.49
1871,2016-07-13,86.98
1872,2016-07-14,87.12
1873,2016-07-15,86.7
1874,2016-07-18,86.53
1875,2016-07-19,85.75
1876,2016-07-20,85.16
1877,2016-07-21,84.95
1878,2016-07-22,84.64
1879,2016-07-25,83.92
1880,2016-07-26,83.72
1881,2016-07-27,83.13
1882,2016-07-28,83.4
1883,2016-07-29,84.28
1884,2016-08-01,82.9
1885,2016-08-02,82.73
1886,2016-08-03,83.55
1887,2016-08-04,83.91
1888,2016-08-05,83.85
1889,2016-08-08,84.32
1890,2016-08-09,83.75
1891,2016-08-10,83.23
1892,2016-08-11,83.97
1893,2016-08-12,84.06
1894,2016-08-15,85.24
1895,2016-08-16,85.72
1896,2016-08-17,85.87
1897,2016-08-18,86.74
1898,2016-08-19,86.24
1899,2016-08-22,85.67
1900,2016-08-23,86.07
1901,2016-08-24,85.07
1902,2016-08-25,85.05
1903,2016-08-26,84.98
1904,2016-08-29,84.46
1905,2016-08-30,83.66
1906,2016-08-31,82.77
1907,2016-09-01,82.1
1908,2016-09-02,82.99
1909,2016-09-06,83.39
1910,2016-09-07,83.93
1911,2016-09-08,85.15
1912,2016-09-09,84.02
1913,2016-09-12,84.08
1914,2016-09-13,83.02
1915,2016-09-14,82.67
1916,2016-09-15,83.08
1917,2016-09-16,83.24
1918,2016-09-19,83.61
1919,2016-09-20,84.29
1920,2016-09-21,84.91
1921,2016-09-22,85.51
1922,2016-09-23,84.32
1923,2016-09-26,84.86
1924,2016-09-27,84.14
1925,2016-09-28,85.14
1926,2016-09-29,85.22
1927,2016-09-30,85.34
1928,2016-10-03,85.6
1929,2016-10-04,85.15
1930,2016-10-05,85.72
1931,2016-10-06,85.51
1932,2016-10-07,85.64
1933,2016-10-10,86.76
1934,2016-10-11,86.18
1935,2016-10-12,85.65
1936,2016-10-13,86.28
1937,2016-10-14,86.34
1938,2016-10-17,86.39
1939,2016-10-18,86.55
1940,2016-10-19,86.89
1941,2016-10-20,86.02
1942,2016-10-21,86.11
1943,2016-10-24,86.15
1944,2016-10-25,86.01
1945,2016-10-26,85.54
1946,2016-10-27,86.22
1947,2016-10-28,85.91
1948,2016-10-31,84.9
1949,2016-11-01,84.51
1950,2016-11-02,83.89
1951,2016-11-03,83.61
1952,2016-11-04,83.29
1953,2016-11-07,83.82
1954,2016-11-08,83.78
1955,2016-11-09,83.91
1956,2016-11-10,83.84
1957,2016-11-11,82.38
1958,2016-11-14,82.34
1959,2016-11-15,83.28
1960,2016-11-16,82.77
1961,2016-11-17,82.73
1962,2016-11-18,83.02
1963,2016-11-21,84.89
1964,2016-11-22,85.14
1965,2016-11-23,85.36
1966,2016-11-25,85.03
1967,2016-11-28,86.07
1968,2016-11-29,84.28
1969,2016-11-30,86.0
1970,2016-12-01,86.92
1971,2016-12-02,87.04
1972,2016-12-05,88.35
1973,2016-12-06,88.03
1974,2016-12-07,87.47
1975,2016-12-08,87.57
1976,2016-12-09,88.14
1977,2016-12-12,88.18
1978,2016-12-13,87.92
1979,2016-12-14,87.63
1980,2016-12-15,86.84
1981,2016-12-16,87.13
1982,2016-12-19,86.57
1983,2016-12-20,86.16
1984,2016-12-21,86.4
1985,2016-12-22,86.33
1986,2016-12-23,86.29
1987,2016-12-27,87.6
1988,2016-12-28,87.75
1989,2016-12-29,87.67
1990,2016-12-30,87.51
1991,2017-01-03,86.07
1992,2017-01-04,87.17
1993,2017-01-05,87.53
1994,2017-01-06,87.37
1995,2017-01-09,86.34
1996,2017-01-10,86.85
1997,2017-01-11,87.21
1998,2017-01-12,88.49
1999,2017-01-13,88.54
2000,2017-01-17,88.95
2001,2017-01-18,88.38
2002,2017-01-19,88.16
2003,2017-01-20,88.38
2004,2017-01-23,88.6
2005,2017-01-24,88.75
2006,2017-01-25,88.37
2007,2017-01-26,88.27
2008,2017-01-27,87.98
2009,2017-01-30,87.03
2010,2017-01-31,87.59
2011,2017-02-01,88.54
2012,2017-02-02,88.4
2013,2017-02-03,87.94
2014,2017-02-06,87.83
2015,2017-02-07,87.86
2016,2017-02-08,88.42
2017,2017-02-09,88.53
2018,2017-02-10,89.36
2019,2017-02-13,88.64
2020,2017-02-14,88.63
2021,2017-02-15,89.01
2022,2017-02-16,88.48
2023,2017-02-17,88.11
2024,2017-02-21,87.86
2025,2017-02-22,87.55
2026,2017-02-23,87.37
2027,2017-02-24,87.48
2028,2017-02-27,87.1
2029,2017-02-28,87.74
2030,2017-03-01,88.32
2031,2017-03-02,86.99
2032,2017-03-03,87.19
2033,2017-03-06,87.11
2034,2017-03-07,86.35
2035,2017-03-08,85.29
2036,2017-03-09,84.58
2037,2017-03-10,84.27
2038,2017-03-13,84.37
2039,2017-03-14,83.9
2040,2017-03-15,84.51
2041,2017-03-16,84.87
2042,2017-03-17,85.14
2043,2017-03-20,85.11
2044,2017-03-21,84.92
2045,2017-03-22,84.66
2046,2017-03-23,84.59
2047,2017-03-24,84.53
2048,2017-03-27,84.33
2049,2017-03-28,84.91
2050,2017-03-29,85.4
2051,2017-03-30,85.35
2052,2017-03-31,85.35
2053,2017-04-03,84.74
2054,2017-04-04,85.29
2055,2017-04-05,85.62
2056,2017-04-06,85.75
2057,2017-04-07,85.84
2058,2017-04-10,85.9
2059,2017-04-11,86.0
2060,2017-04-12,85.88
2061,2017-04-13,86.3
2062,2017-04-17,86.05
2063,2017-04-18,85.35
2064,2017-04-19,84.64
2065,2017-04-20,84.45
2066,2017-04-21,83.9
2067,2017-04-24,83.72
2068,2017-04-25,84.03
2069,2017-04-26,83.89
2070,2017-04-27,83.62
2071,2017-04-28,84.01
2072,2017-05-01,84.21
2073,2017-05-02,83.85
2074,2017-05-03,83.73
2075,2017-05-04,82.21
2076,2017-05-05,82.68
2077,2017-05-08,82.27
2078,2017-05-09,82.03
2079,2017-05-10,82.76
2080,2017-05-11,83.13
2081,2017-05-12,83.48
2082,2017-05-15,83.58
2083,2017-05-16,83.5
2084,2017-05-17,83.98
2085,2017-05-18,83.42
2086,2017-05-19,84.72
2087,2017-05-22,85.26
2088,2017-05-23,84.7
2089,2017-05-24,84.47
2090,2017-05-25,83.71
2091,2017-05-26,84.01
2092,2017-05-30,83.2
2093,2017-05-31,82.83
2094,2017-06-01,82.46
2095,2017-06-02,82.33
2096,2017-06-05,82.0
2097,2017-06-06,82.48
2098,2017-06-07,81.96
2099,2017-06-08,82.18
2100,2017-06-09,82.42
2101,2017-06-12,81.59
2102,2017-06-13,81.61
2103,2017-06-14,80.89
2104,2017-06-15,80.92
2105,2017-06-16,81.27
2106,2017-06-19,80.72
2107,2017-06-20,80.13
2108,2017-06-21,79.63
2109,2017-06-22,79.36
2110,2017-06-23,79.64
2111,2017-06-26,79.87
2112,2017-06-27,80.42
2113,2017-06-28,80.84
2114,2017-06-29,81.33
2115,2017-06-30,82.6
2116,2017-07-03,83.11
2117,2017-07-05,82.32
2118,2017-07-06,82.42
2119,2017-07-07,81.8
2120,2017-07-10,82.36
2121,2017-07-11,83.02
2122,2017-07-12,82.65
2123,2017-07-13,81.92
2124,2017-07-14,82.7
2125,2017-07-17,82.69
2126,2017-07-18,83.15
2127,2017-07-19,83.63
2128,2017-07-20,83.69
2129,2017-07-21,82.99
2130,2017-07-24,82.65
2131,2017-07-25,83.11
2132,2017-07-26,83.69
2133,2017-07-27,84.23
2134,2017-07-28,84.48
2135,2017-07-31,84.39
2136,2017-08-01,83.53
2137,2017-08-02,83.93
2138,2017-08-03,83.33
2139,2017-08-04,83.28
2140,2017-08-07,83.72
2141,2017-08-08,83.94
2142,2017-08-09,84.42
2143,2017-08-10,83.54
2144,2017-08-11,83.7
2145,2017-08-14,83.11
2146,2017-08-15,82.52
2147,2017-08-16,82.58
2148,2017-08-17,82.68
2149,2017-08-18,83.23
2150,2017-08-21,83.04
2151,2017-08-22,82.98
2152,2017-08-23,83.27
2153,2017-08-24,83.51
2154,2017-08-25,83.29
2155,2017-08-28,83.42
2156,2017-08-29,83.5
2157,2017-08-30,83.07
2158,2017-08-31,84.66
2159,2017-09-01,84.98
2160,2017-09-05,85.37
2161,2017-09-06,85.72
2162,2017-09-07,85.66
2163,2017-09-08,84.76
2164,2017-09-11,84.89
2165,2017-09-12,84.8
2166,2017-09-13,84.96
2167,2017-09-14,85.1
2168,2017-09-15,85.19
2169,2017-09-18,85.08
2170,2017-09-19,84.84
2171,2017-09-20,85.59
2172,2017-09-21,84.78
2173,2017-09-22,84.86
2174,2017-09-25,85.33
2175,2017-09-26,84.78
2176,2017-09-27,84.84
2177,2017-09-28,84.64
2178,2017-09-29,84.46
2179,2017-10-02,83.71
2180,2017-10-03,83.74
2181,2017-10-04,83.96
2182,2017-10-05,84.58
2183,2017-10-06,83.93
2184,2017-10-09,84.07
2185,2017-10-10,84.82
2186,2017-10-11,84.77
2187,2017-10-12,85.13
2188,2017-10-13,85.89
2189,2017-10-16,85.99
2190,2017-10-17,85.49
2191,2017-10-18,85.31
2192,2017-10-19,85.39
2193,2017-10-20,85.27
2194,2017-10-23,85.61
2195,2017-10-24,86.04
2196,2017-10-25,85.89
2197,2017-10-26,85.92
2198,2017-10-27,85.87
2199,2017-10-30,86.15
2200,2017-10-31,86.19
2201,2017-11-01,86.54
2202,2017-11-02,86.69
2203,2017-11-03,86.88
2204,2017-11-06,88.15
2205,2017-11-07,87.54
2206,2017-11-08,87.64
2207,2017-11-09,87.46
2208,2017-11-10,87.28
2209,2017-11-13,87.2
2210,2017-11-14,86.16
2211,2017-11-15,86.0
2212,2017-11-16,85.66
2213,2017-11-17,86.77
2214,2017-11-20,86.19
2215,2017-11-21,86.47
2216,2017-11-22,87.04
2217,2017-11-24,87.0
2218,2017-11-27,86.9
2219,2017-11-28,86.72
2220,2017-11-29,86.44
2221,2017-11-30,85.7
2222,2017-12-01,86.48
2223,2017-12-04,85.75
2224,2017-12-05,85.03
2225,2017-12-06,84.11
2226,2017-12-07,83.8
2227,2017-12-08,84.01
2228,2017-12-11,84.22
2229,2017-12-12,83.43
2230,2017-12-13,83.47
2231,2017-12-14,83.84
2232,2017-12-15,84.05
2233,2017-12-18,84.47
2234,2017-12-19,84.58
2235,2017-12-20,85.05
2236,2017-12-21,85.28
2237,2017-12-22,85.75
2238,2017-12-26,86.73
2239,2017-12-27,87.08
2240,2017-12-28,87.7
2241,2017-12-29,88.17
2242,2018-01-02,88.41
2243,2018-01-03,88.61
2244,2018-01-04,88.57
2245,2018-01-05,87.92
2246,2018-01-08,87.69
2247,2018-01-09,88.1
2248,2018-01-10,88.24
2249,2018-01-11,88.31
2250,2018-01-12,88.76
2251,2018-01-16,88.45
2252,2018-01-17,88.8
2253,2018-01-18,88.69
2254,2018-01-19,88.54
2255,2018-01-22,88.81
2256,2018-01-23,89.16
2257,2018-01-24,90.46
2258,2018-01-25,90.46
2259,2018-01-26,90.8
2260,2018-01-29,90.63
2261,2018-01-30,90.28
2262,2018-01-31,89.8
2263,2018-02-01,89.87
2264,2018-02-02,89.12
2265,2018-02-05,88.51
2266,2018-02-06,88.17
2267,2018-02-07,87.15
2268,2018-02-08,87.01
2269,2018-02-09,85.64
2270,2018-02-12,86.33
2271,2018-02-13,86.79
2272,2018-02-14,87.99
2273,2018-02-15,88.24
2274,2018-02-16,88.2
2275,2018-02-20,88.0
2276,2018-02-21,88.27
2277,2018-02-22,88.67
2278,2018-02-23,88.69
2279,2018-02-26,89.04
2280,2018-02-27,88.59
2281,2018-02-28,88.14
2282,2018-03-01,88.2
2283,2018-03-02,88.15
2284,2018-03-05,88.7
2285,2018-03-06,89.01
2286,2018-03-07,88.04
2287,2018-03-08,87.59
2288,2018-03-09,87.95
2289,2018-03-12,87.67
2290,2018-03-13,87.88
2291,2018-03-14,87.67
2292,2018-03-15,87.32
2293,2018-03-16,87.36
2294,2018-03-19,86.52
2295,2018-03-20,86.72
2296,2018-03-21,87.41
2297,2018-03-22,87.1
2298,2018-03-23,87.44
2299,2018-03-26,87.25
2300,2018-03-27,87.26
2301,2018-03-28,86.76
2302,2018-03-29,87.47
2303,2018-04-02,86.83
2304,2018-04-03,87.01
2305,2018-04-04,86.62
2306,2018-04-05,87.18
2307,2018-04-06,86.94
2308,2018-04-09,88.01
2309,2018-04-10,88.8
2310,2018-04-11,89.25
2311,2018-04-12,89.09
2312,2018-04-13,89.28
2313,2018-04-16,89.03
2314,2018-04-17,89.02
2315,2018-04-18,90.46
2316,2018-04-19,89.97
2317,2018-04-20,89.85
2318,2018-04-23,89.19
2319,2018-04-24,89.08
2320,2018-04-25,89.25
2321,2018-04-26,89.4
2322,2018-04-27,89.38
2323,2018-04-30,89.59
2324,2018-05-01,89.37
2325,2018-05-02,89.49
2326,2018-05-03,89.67
2327,2018-05-04,89.99
2328,2018-05-07,89.82
2329,2018-05-08,89.58
2330,2018-05-09,90.1
2331,2018-05-10,90.55
2332,2018-05-11,90.04
2333,2018-05-14,90.37
2334,2018-05-15,90.12
2335,2018-05-16,90.18
2336,2018-05-17,90.31
2337,2018-05-18,90.41
2338,2018-05-21,90.97
2339,2018-05-22,91.42
2340,2018-05-23,91.57
2341,2018-05-24,91.51
2342,2018-05-25,90.92
2343,2018-05-29,90.28
2344,2018-05-30,90.72
2345,2018-05-31,90.72
2346,2018-06-01,90.45
2347,2018-06-04,89.43
2348,2018-06-05,89.7
2349,2018-06-06,89.77
2350,2018-06-07,90.05
2351,2018-06-08,89.98
2352,2018-06-11,89.65
2353,2018-06-12,89.9
2354,2018-06-13,89.97
2355,2018-06-14,89.22
2356,2018-06-15,87.7
2357,2018-06-18,87.63
2358,2018-06-19,86.58
2359,2018-06-20,86.78
2360,2018-06-21,86.42
2361,2018-06-22,87.32
2362,2018-06-25,86.17
2363,2018-06-26,86.53
2364,2018-06-27,87.14
2365,2018-06-28,86.79
2366,2018-06-29,87.41
2367,2018-07-02,85.73
2368,2018-07-03,85.93
2369,2018-07-05,85.53
2370,2018-07-06,86.21
2371,2018-07-09,86.13
2372,2018-07-10,85.76
2373,2018-07-11,83.44
2374,2018-07-12,84.01
2375,2018-07-13,83.83
2376,2018-07-16,82.84
2377,2018-07-17,82.82
2378,2018-07-18,83.12
2379,2018-07-19,83.07
2380,2018-07-20,83.68
2381,2018-07-23,83.64
2382,2018-07-24,84.07
2383,2018-07-25,84.93
2384,2018-07-26,84.95
2385,2018-07-27,84.84
2386,2018-07-30,85.38
2387,2018-07-31,85.39
2388,2018-08-01,84.25
2389,2018-08-02,84.51
2390,2018-08-03,84.9
2391,2018-08-06,85.06
2392,2018-08-07,85.48
2393,2018-08-08,85.13
2394,2018-08-09,84.89
2395,2018-08-10,84.23
2396,2018-08-13,83.54
2397,2018-08-14,83.77
2398,2018-08-15,82.17
2399,2018-08-16,83.01
2400,2018-08-17,83.35
2401,2018-08-20,83.33
2402,2018-08-21,83.44
2403,2018-08-22,83.59
2404,2018-08-23,83.11
2405,2018-08-24,83.69
2406,2018-08-27,83.76
2407,2018-08-28,83.36
2408,2018-08-29,83.82
2409,2018-08-30,83.62
2410,2018-08-31,83.74
2411,2018-09-04,83.13
2412,2018-09-05,82.7
2413,2018-09-06,82.43
2414,2018-09-07,82.59
2415,2018-09-10,82.93
2416,2018-09-11,82.98
2417,2018-09-12,83.47
2418,2018-09-13,82.72
2419,2018-09-14,82.46
2420,2018-09-17,82.14
2421,2018-09-18,82.74
2422,2018-09-19,83.36
2423,2018-09-20,83.88
2424,2018-09-21,84.4
2425,2018-09-24,84.85
2426,2018-09-25,85.08
2427,2018-09-26,84.7
2428,2018-09-27,84.75
2429,2018-09-28,85.2
2430,2018-10-01,86.36
2431,2018-10-02,87.15
2432,2018-10-03,87.68
2433,2018-10-04,86.79
2434,2018-10-05,86.9
2435,2018-10-08,86.93
2436,2018-10-09,87.24
2437,2018-10-10,86.39
2438,2018-10-11,85.92
2439,2018-10-12,86.24
2440,2018-10-15,87.13
2441,2018-10-16,87.03
2442,2018-10-17,86.7
2443,2018-10-18,85.75
2444,2018-10-19,85.95
2445,2018-10-22,85.78
2446,2018-10-23,85.14
2447,2018-10-24,84.79
2448,2018-10-25,84.62
2449,2018-10-26,85.0
2450,2018-10-29,84.4
2451,2018-10-30,83.58
2452,2018-10-31,83.19
2453,2018-11-01,83.58
2454,2018-11-02,83.88
2455,2018-11-05,84.2
2456,2018-11-06,83.67
2457,2018-11-07,83.73
2458,2018-11-08,83.27
2459,2018-11-09,82.89
2460,2018-11-12,83.05
2461,2018-11-13,82.45
2462,2018-11-14,84.73
2463,2018-11-15,82.85
2464,2018-11-16,83.91
2465,2018-11-19,84.83
2466,2018-11-20,82.99
2467,2018-11-21,83.37
2468,2018-11-23,81.48
2469,2018-11-26,81.46
2470,2018-11-27,81.14
2471,2018-11-28,82.47
2472,2018-11-29,82.64
2473,2018-11-30,82.56
2474,2018-12-03,82.96
2475,2018-12-04,83.4
2476,2018-12-06,82.27
2477,2018-12-07,83.49
2478,2018-12-10,82.73
2479,2018-12-11,82.62
2480,2018-12-12,82.19
2481,2018-12-13,82.51
2482,2018-12-14,81.27
2483,2018-12-17,80.26
2484,2018-12-18,79.68
2485,2018-12-19,79.96
2486,2018-12-20,78.81
2487,2018-12-21,78.7
2488,2018-12-24,77.21
2489,2018-12-26,78.21
2490,2018-12-27,77.8
2491,2018-12-28,77.59
2492,2018-12-31,76.72
2493,2019-01-02,76.99
2494,2019-01-03,77.45
2495,2019-01-04,78.34
2496,2019-01-07,78.57
2497,2019-01-08,78.95
2498,2019-01-09,79.91
2499,2019-01-10,79.49
2500,2019-01-11,79.66
2501,2019-01-14,79.9
2502,2019-01-15,80.1
2503,2019-01-16,80.26
2504,2019-01-17,80.45
2505,2019-01-18,81.38
2506,2019-01-22,80.09
2507,2019-01-23,80.07
2508,2019-01-24,80.21
2509,2019-01-25,81.07
2510,2019-01-28,79.87
2511,2019-01-29,80.5
2512,2019-01-30,80.88
2513,2019-01-31,80.73
2514,2019-02-01,80.97
2515,2019-02-04,81.1
2516,2019-02-05,80.88
2517,2019-02-06,80.99
2518,2019-02-07,80.04
2519,2019-02-08,80.07
2520,2019-02-11,79.66
2521,2019-02-12,80.1
2522,2019-02-13,80.16
2523,2019-02-14,79.96
2524,2019-02-15,80.96
2525,2019-02-19,81.29
2526,2019-02-20,81.68
2527,2019-02-21,81.79
2528,2019-02-22,82.12
2529,2019-02-25,81.3
2530,2019-02-26,81.21
2531,2019-02-27,81.61
2532,2019-02-28,81.39
2533,2019-03-01,80.97
2534,2019-03-04,80.82
2535,2019-03-05,81.19
2536,2019-03-06,80.74
2537,2019-03-07,80.52
2538,2019-03-08,80.47
2539,2019-03-11,80.26
2540,2019-03-12,80.86
2541,2019-03-13,81.53
2542,2019-03-14,81.35
2543,2019-03-15,81.58
2544,2019-03-18,81.88
2545,2019-03-19,82.09
2546,2019-03-20,82.38
2547,2019-03-21,82.35
2548,2019-03-22,81.75
2549,2019-03-25,81.92
2550,2019-03-26,81.99
2551,2019-03-27,81.56
2552,2019-03-28,81.09
2553,2019-03-29,81.09
2554,2019-04-01,81.67
2555,2019-04-02,81.86
2556,2019-04-03,82.18
2557,2019-04-04,82.23
2558,2019-04-05,82.37
2559,2019-04-08,82.77
2560,2019-04-09,82.62
2561,2019-04-10,83.06
2562,2019-04-11,82.24
2563,2019-04-12,82.71
2564,2019-04-15,82.32
2565,2019-04-16,81.97
2566,2019-04-17,81.66
2567,2019-04-18,81.71
2568,2019-04-22,81.96
2569,2019-04-23,81.64
2570,2019-04-24,81.43
2571,2019-04-25,81.22
2572,2019-04-26,80.76
2573,2019-04-29,80.54
2574,2019-04-30,80.57
2575,2019-05-01,80.42
2576,2019-05-02,79.7
2577,2019-05-03,79.84
2578,2019-05-06,79.47
2579,2019-05-07,78.97
2580,2019-05-08,79.0
2581,2019-05-09,78.56
2582,2019-05-10,78.66
2583,2019-05-13,78.34
2584,2019-05-14,79.34
2585,2019-05-15,79.65
2586,2019-05-16,80.3
2587,2019-05-17,79.7
2588,2019-05-20,79.93
2589,2019-05-21,79.78
2590,2019-05-22,78.95
2591,2019-05-23,77.96
2592,2019-05-24,78.71
2593,2019-05-28,79.39
2594,2019-05-29,79.39
2595,2019-05-30,79.1
2596,2019-05-31,77.7
2597,2019-06-03,77.46
2598,2019-06-04,77.71
2599,2019-06-05,76.49
2600,2019-06-06,77.11
2601,2019-06-07,77.15
2602,2019-06-10,77.02
2603,2019-06-11,77.47
2604,2019-06-12,77.08
2605,2019-06-13,77.61
2606,2019-06-14,77.83
2607,2019-06-17,77.79
2608,2019-06-18,78.24
2609,2019-06-19,77.77
2610,2019-06-20,79.16
2611,2019-06-21,78.84
2612,2019-06-24,79.48
2613,2019-06-25,79.84
2614,2019-06-26,80.14
2615,2019-06-27,80.19
2616,2019-06-28,79.65
2617,2019-07-01,79.04
2618,2019-07-02,78.07
2619,2019-07-03,79.2
2620,2019-07-05,79.11
2621,2019-07-08,79.02
2622,2019-07-09,79.13
2623,2019-07-10,80.54
2624,2019-07-11,80.56
2625,2019-07-12,81.02
2626,2019-07-15,80.55
2627,2019-07-16,79.65
2628,2019-07-17,79.58
2629,2019-07-18,78.92
2630,2019-07-19,79.38
2631,2019-07-22,79.17
2632,2019-07-23,79.4
2633,2019-07-24,79.32
2634,2019-07-25,79.0
2635,2019-07-26,78.74
2636,2019-07-29,79.01
2637,2019-07-30,79.08
2638,2019-07-31,78.96
2639,2019-08-01,77.01
2640,2019-08-02,77.23
2641,2019-08-05,76.76
2642,2019-08-06,76.47
2643,2019-08-07,75.97
2644,2019-08-08,77.04
2645,2019-08-09,77.42
2646,2019-08-12,76.83
2647,2019-08-13,77.59
2648,2019-08-14,76.86
2649,2019-08-15,76.7
2650,2019-08-16,76.77
2651,2019-08-19,76.66
2652,2019-08-20,76.69
2653,2019-08-21,76.8
2654,2019-08-22,76.42
2655,2019-08-23,76.07
2656,2019-08-26,76.35
2657,2019-08-27,76.58
2658,2019-08-28,77.17
2659,2019-08-29,77.49
2660,2019-08-30,77.0
2661,2019-09-03,77.01
2662,2019-09-04,78.42
2663,2019-09-05,78.03
2664,2019-09-06,77.89
2665,2019-09-09,78.45
2666,2019-09-10,78.76
2667,2019-09-11,78.21
2668,2019-09-12,78.57
2669,2019-09-13,78.7
2670,2019-09-16,81.4
2671,2019-09-17,79.9
2672,2019-09-18,79.51
2673,2019-09-19,79.4
2674,2019-09-20,79.2
2675,2019-09-23,79.87
2676,2019-09-24,79.36
2677,2019-09-25,78.91
2678,2019-09-26,78.63
2679,2019-09-27,78.34
2680,2019-09-30,77.78
2681,2019-10-01,77.87
2682,2019-10-02,77.52
2683,2019-10-03,77.74
2684,2019-10-04,77.93
2685,2019-10-07,77.71
2686,2019-10-08,77.88
2687,2019-10-09,77.92
2688,2019-10-10,77.94
2689,2019-10-11,78.83
2690,2019-10-14,78.58
2691,2019-10-15,78.41
2692,2019-10-16,78.33
2693,2019-10-17,78.58
2694,2019-10-18,78.67
2695,2019-10-21,78.25
2696,2019-10-22,78.47
2697,2019-10-23,79.01
2698,2019-10-24,79.35
2699,2019-10-25,79.5
2700,2019-10-28,79.48
2701,2019-10-29,79.6
2702,2019-10-30,79.6
2703,2019-10-31,79.24
2704,2019-11-01,80.26
2705,2019-11-04,80.63
2706,2019-11-05,80.72
2707,2019-11-06,80.15
2708,2019-11-07,80.02
2709,2019-11-08,79.91
2710,2019-11-11,79.03
2711,2019-11-12,79.03
2712,2019-11-13,78.96
2713,2019-11-14,78.92
2714,2019-11-15,79.09
2715,2019-11-18,78.32
2716,2019-11-19,77.86
2717,2019-11-20,78.28
2718,2019-11-21,78.61
2719,2019-11-22,78.73
2720,2019-11-25,78.56
2721,2019-11-26,78.66
2722,2019-11-27,78.34
2723,2019-11-29,77.11
2724,2019-12-02,77.14
2725,2019-12-03,77.34
2726,2019-12-04,77.85
2727,2019-12-05,78.11
2728,2019-12-06,78.24
2729,2019-12-09,78.14
2730,2019-12-10,78.52
2731,2019-12-11,78.33
2732,2019-12-12,79.07
2733,2019-12-13,79.41
2734,2019-12-16,80.19
2735,2019-12-17,80.29
2736,2019-12-18,80.14
2737,2019-12-19,80.35
2738,2019-12-20,80.39
2739,2019-12-23,80.22
2740,2019-12-24,80.66
2741,2019-12-26,81.27
2742,2019-12-27,81.35
2743,2019-12-30,81.39
2744,2019-12-31,80.89
2745,2020-01-02,81.0
2746,2020-01-03,81.37
2747,2020-01-06,81.64
2748,2020-01-07,81.57
2749,2020-01-08,80.58
2750,2020-01-09,80.45
2751,2020-01-10,80.71
2752,2020-01-13,80.29
2753,2020-01-14,80.35
2754,2020-01-15,80.03
2755,2020-01-16,79.61
2756,2020-01-17,79.82
2757,2020-01-21,79.21
2758,2020-01-22,78.67
2759,2020-01-23,78.23
2760,2020-01-24,77.32
2761,2020-01-27,76.23
2762,2020-01-28,76.32
2763,2020-01-29,75.86
2764,2020-01-30,75.14
2765,2020-01-31,74.84
2766,2020-02-03,74.08
2767,2020-02-04,74.1
2768,2020-02-05,74.74
2769,2020-02-06,74.96
2770,2020-02-07,74.76
2771,2020-02-10,74.2
2772,2020-02-11,74.38
2773,2020-02-12,75.16
2774,2020-02-13,75.32
2775,2020-02-14,75.38
2776,2020-02-18,76.11
2777,2020-02-19,76.57
2778,2020-02-20,76.21
2779,2020-02-21,76.25
2780,2020-02-24,74.9
2781,2020-02-25,74.21
2782,2020-02-26,73.63
2783,2020-02-27,72.58
2784,2020-02-28,70.98
2785,2020-03-02,72.47
2786,2020-03-03,73.19
2787,2020-03-04,73.23
2788,2020-03-05,72.68
2789,2020-03-06,70.79
