,date,bloomberg price
2790,2020-03-09,67.85
2791,2020-03-10,69.3
2792,2020-03-11,68.3
2793,2020-03-12,66.16
2794,2020-03-13,65.31
2795,2020-03-16,62.57
2796,2020-03-17,62.01
2797,2020-03-18,59.48
2798,2020-03-19,61.43
2799,2020-03-20,61.1
2800,2020-03-23,62.01
2801,2020-03-24,63.77
2802,2020-03-25,63.98
2803,2020-03-26,63.33
2804,2020-03-27,62.71
2805,2020-03-30,62.06
2806,2020-03-31,61.86
2807,2020-04-01,60.29
2808,2020-04-02,61.55
2809,2020-04-03,62.2
2810,2020-04-06,62.82
2811,2020-04-07,63.22
2812,2020-04-08,63.15
2813,2020-04-09,63.48
2814,2020-04-13,63.38
2815,2020-04-14,63.05
2816,2020-04-15,61.97
2817,2020-04-16,62.05
2818,2020-04-17,62.09
2819,2020-04-20,61.98
2820,2020-04-21,59.51
2821,2020-04-22,60.68
2822,2020-04-23,60.78
2823,2020-04-24,60.24
2824,2020-04-27,59.55
2825,2020-04-28,59.64
2826,2020-04-29,59.88
2827,2020-04-30,60.9
2828,2020-05-01,60.71
2829,2020-05-04,60.97
2830,2020-05-05,62.31
2831,2020-05-06,61.46
2832,2020-05-07,62.0
2833,2020-05-08,62.32
2834,2020-05-11,61.78
2835,2020-05-12,61.55
2836,2020-05-13,60.62
2837,2020-05-14,61.29
2838,2020-05-15,61.66
2839,2020-05-18,63.03
2840,2020-05-19,63.24
2841,2020-05-20,63.6
2842,2020-05-21,63.01
2843,2020-05-22,62.74
2844,2020-05-26,63.35
2845,2020-05-27,62.67
2846,2020-05-28,62.77
2847,2020-05-29,63.54
2848,2020-06-01,63.51
2849,2020-06-02,63.78
2850,2020-06-03,63.9
2851,2020-06-04,64.35
2852,2020-06-05,64.69
2853,2020-06-08,64.64
2854,2020-06-09,64.73
2855,2020-06-10,65.0
2856,2020-06-11,64.09
2857,2020-06-12,63.71
2858,2020-06-15,63.65
2859,2020-06-16,63.94
2860,2020-06-17,64.07
2861,2020-06-18,64.12
2862,2020-06-19,64.57
2863,2020-06-22,64.83
2864,2020-06-23,64.71
2865,2020-06-24,63.71
2866,2020-06-25,63.45
2867,2020-06-26,63.22
2868,2020-06-29,64.24
2869,2020-06-30,64.98
2870,2020-07-01,65.18
2871,2020-07-02,65.63
2872,2020-07-06,66.18
2873,2020-07-07,66.54
2874,2020-07-08,66.79
2875,2020-07-09,66.35
2876,2020-07-10,66.64
2877,2020-07-13,66.49
2878,2020-07-14,66.18
2879,2020-07-15,66.67
2880,2020-07-16,66.47
2881,2020-07-17,66.49
2882,2020-07-20,66.31
2883,2020-07-21,67.29
2884,2020-07-22,67.74
2885,2020-07-23,68.12
2886,2020-07-24,68.15
2887,2020-07-27,68.5
2888,2020-07-28,68.53
2889,2020-07-29,68.99
2890,2020-07-30,68.25
2891,2020-07-31,68.68
2892,2020-08-03,69.9
2893,2020-08-04,70.54
2894,2020-08-05,71.19
2895,2020-08-06,71.34
2896,2020-08-07,70.45
2897,2020-08-10,70.9
2898,2020-08-11,69.89
2899,2020-08-12,70.27
2900,2020-08-13,70.84
2901,2020-08-14,70.81
2902,2020-08-17,72.02
2903,2020-08-18,72.47
2904,2020-08-19,72.33
2905,2020-08-20,71.78
2906,2020-08-21,71.46
2907,2020-08-24,71.65
2908,2020-08-25,72.02
2909,2020-08-26,72.3
2910,2020-08-27,72.62
2911,2020-08-28,73.14
2912,2020-08-31,73.32
2913,2020-09-01,73.5
2914,2020-09-02,72.83
2915,2020-09-03,72.3
2916,2020-09-04,72.39
2917,2020-09-08,71.4
2918,2020-09-09,71.7
2919,2020-09-10,71.49
2920,2020-09-11,71.56
2921,2020-09-14,71.75
2922,2020-09-15,71.8
2923,2020-09-16,72.3
2924,2020-09-17,72.39
2925,2020-09-18,72.97
2926,2020-09-21,71.16
2927,2020-09-22,71.0
2928,2020-09-23,70.77
2929,2020-09-24,70.87
2930,2020-09-25,70.69
2931,2020-09-28,70.99
2932,2020-09-29,70.27
2933,2020-09-30,70.85
2934,2020-10-01,70.25
2935,2020-10-02,69.8
2936,2020-10-05,71.05
2937,2020-10-06,71.4
2938,2020-10-07,71.8
2939,2020-10-08,72.16
2940,2020-10-09,73.25
2941,2020-10-12,72.78
2942,2020-10-13,72.57
2943,2020-10-14,73.0
2944,2020-10-15,73.44
2945,2020-10-16,73.38
2946,2020-10-19,73.57
2947,2020-10-20,73.93
2948,2020-10-21,74.13
2949,2020-10-22,73.84
2950,2020-10-23,73.57
2951,2020-10-26,73.23
2952,2020-10-27,73.58
2953,2020-10-28,72.14
2954,2020-10-29,71.61
2955,2020-10-30,71.84
2956,2020-11-02,72.13
2957,2020-11-03,72.26
2958,2020-11-04,72.69
2959,2020-11-05,73.19
2960,2020-11-06,72.82
2961,2020-11-09,72.75
2962,2020-11-10,73.96
2963,2020-11-11,74.0
2964,2020-11-12,73.72
2965,2020-11-13,73.73
2966,2020-11-16,73.77
2967,2020-11-17,73.89
2968,2020-11-18,74.19
2969,2020-11-19,73.54
2970,2020-11-20,74.14
2971,2020-11-23,74.16
2972,2020-11-24,74.73
2973,2020-11-25,74.8
2974,2020-11-27,74.82
2975,2020-11-30,74.36
2976,2020-12-01,74.55
2977,2020-12-02,74.5
2978,2020-12-03,74.07
2979,2020-12-04,74.3
2980,2020-12-07,73.94
2981,2020-12-08,73.67
2982,2020-12-09,73.95
2983,2020-12-10,74.89
2984,2020-12-11,74.87
2985,2020-12-14,75.19
2986,2020-12-15,75.71
2987,2020-12-16,76.02
2988,2020-12-17,76.86
2989,2020-12-18,77.32
2990,2020-12-21,76.97
2991,2020-12-22,76.55
2992,2020-12-23,77.03
2993,2020-12-24,77.03
2994,2020-12-28,76.5
2995,2020-12-29,77.11
2996,2020-12-30,77.59
2997,2020-12-31,78.05
2998,2021-01-04,78.64
2999,2021-01-05,80.33
3000,2021-01-06,80.27
3001,2021-01-07,80.31
3002,2021-01-08,79.66
3003,2021-01-11,79.49
3004,2021-01-12,80.63
3005,2021-01-13,80.61
3006,2021-01-14,81.22
3007,2021-01-15,80.46
3008,2021-01-19,80.05
3009,2021-01-20,80.3
3010,2021-01-21,80.29
3011,2021-01-22,79.11
3012,2021-01-25,79.98
3013,2021-01-26,80.48
3014,2021-01-27,80.45
3015,2021-01-28,79.99
3016,2021-01-29,80.1
3017,2021-02-01,81.6
3018,2021-02-02,81.27
3019,2021-02-03,81.81
3020,2021-02-04,81.98
3021,2021-02-05,82.47
3022,2021-02-08,83.54
3023,2021-02-09,83.77
3024,2021-02-10,83.53
3025,2021-02-11,83.47
3026,2021-02-12,84.06
3027,2021-02-16,85.05
3028,2021-02-17,85.2
3029,2021-02-18,85.24
3030,2021-02-19,85.3
3031,2021-02-22,86.7
3032,2021-02-23,86.62
3033,2021-02-24,87.58
3034,2021-02-25,87.12
3035,2021-02-26,85.28
3036,2021-03-01,84.78
3037,2021-03-02,85.25
3038,2021-03-03,84.87
3039,2021-03-04,84.78
3040,2021-03-05,85.86
3041,2021-03-08,85.37
3042,2021-03-09,85.42
3043,2021-03-10,85.34
3044,2021-03-11,86.27
3045,2021-03-12,85.96
3046,2021-03-15,85.96
3047,2021-03-16,85.96
3048,2021-03-17,85.69
3049,2021-03-18,83.66
3050,2021-03-19,84.52
3051,2021-03-22,84.67
3052,2021-03-23,83.18
3053,2021-03-24,84.35
3054,2021-03-25,82.99
3055,2021-03-26,84.13
