,date,treasure index price
2366,2018-07-02,28.66
2367,2018-07-03,28.38
2368,2018-07-05,28.4
2369,2018-07-06,28.31
2370,2018-07-09,28.6
2371,2018-07-10,28.73
2372,2018-07-11,28.42
2373,2018-07-12,28.53
2374,2018-07-13,28.31
2375,2018-07-16,28.58
2376,2018-07-17,28.64
2377,2018-07-18,28.75
2378,2018-07-19,28.47
2379,2018-07-20,28.95
2380,2018-07-23,29.65
2381,2018-07-24,29.49
2382,2018-07-25,29.36
2383,2018-07-26,29.75
2384,2018-07-27,29.6
2385,2018-07-30,29.75
2386,2018-07-31,29.64
2387,2018-08-01,30.03
2388,2018-08-02,29.86
2389,2018-08-03,29.53
2390,2018-08-06,29.38
2391,2018-08-07,29.73
2392,2018-08-08,29.71
2393,2018-08-09,29.35
2394,2018-08-10,28.57
2395,2018-08-13,28.77
2396,2018-08-14,28.95
2397,2018-08-15,28.52
2398,2018-08-16,28.71
2399,2018-08-17,28.73
2400,2018-08-20,28.23
2401,2018-08-21,28.44
2402,2018-08-22,28.23
2403,2018-08-23,28.21
2404,2018-08-24,28.26
2405,2018-08-27,28.48
2406,2018-08-28,28.84
2407,2018-08-29,28.84
2408,2018-08-30,28.6
2409,2018-08-31,28.53
2410,2018-09-04,29.02
2411,2018-09-05,29.02
2412,2018-09-06,28.79
2413,2018-09-07,29.42
2414,2018-09-10,29.37
2415,2018-09-11,29.77
2416,2018-09-12,29.63
2417,2018-09-13,29.63
2418,2018-09-14,29.94
2419,2018-09-17,30.01
2420,2018-09-18,30.48
2421,2018-09-19,30.83
2422,2018-09-20,30.78
2423,2018-09-21,30.68
2424,2018-09-24,30.78
2425,2018-09-25,31.02
2426,2018-09-26,30.61
2427,2018-09-27,30.56
2428,2018-09-28,30.56
2429,2018-10-01,30.8
2430,2018-10-02,30.56
2431,2018-10-03,31.61
2432,2018-10-04,31.97
2433,2018-10-05,32.25
2434,2018-10-08,32.33
2435,2018-10-09,32.08
2436,2018-10-10,32.25
2437,2018-10-11,31.33
2438,2018-10-12,31.41
2439,2018-10-15,31.63
2440,2018-10-16,31.56
2441,2018-10-17,31.79
2442,2018-10-18,31.75
2443,2018-10-19,31.98
2444,2018-10-22,31.96
2445,2018-10-23,31.66
2446,2018-10-24,31.24
2447,2018-10-25,31.36
2448,2018-10-26,30.77
2449,2018-10-29,30.87
2450,2018-10-30,31.1
2451,2018-10-31,31.59
2452,2018-11-01,31.44
2453,2018-11-02,32.14
2454,2018-11-05,32.01
2455,2018-11-06,32.14
2456,2018-11-07,32.13
2457,2018-11-08,32.34
2458,2018-11-09,31.89
2459,2018-11-12,31.86
2460,2018-11-13,31.45
2461,2018-11-14,31.2
2462,2018-11-15,31.18
2463,2018-11-16,30.74
2464,2018-11-19,30.57
2465,2018-11-20,30.48
2466,2018-11-21,30.61
2467,2018-11-23,30.54
2468,2018-11-26,30.72
2469,2018-11-27,30.55
2470,2018-11-28,30.44
2471,2018-11-29,30.35
2472,2018-11-30,30.13
2473,2018-12-03,29.92
2474,2018-12-04,29.24
2475,2018-12-06,28.76
2476,2018-12-07,28.5
2477,2018-12-10,28.56
2478,2018-12-11,28.79
2479,2018-12-12,29.06
2480,2018-12-13,29.11
2481,2018-12-14,28.91
2482,2018-12-17,28.57
2483,2018-12-18,28.25
2484,2018-12-19,27.78
2485,2018-12-20,27.89
2486,2018-12-21,27.92
2487,2018-12-24,27.49
2488,2018-12-26,27.97
2489,2018-12-27,27.43
2490,2018-12-28,27.36
2491,2018-12-31,26.86
2492,2019-01-02,26.61
2493,2019-01-03,25.54
2494,2019-01-04,26.59
2495,2019-01-07,26.82
2496,2019-01-08,27.16
2497,2019-01-09,27.28
2498,2019-01-10,27.31
2499,2019-01-11,27.01
2500,2019-01-14,27.1
2501,2019-01-15,27.11
2502,2019-01-16,27.31
2503,2019-01-17,27.49
2504,2019-01-18,27.84
2505,2019-01-22,27.3
2506,2019-01-23,27.55
2507,2019-01-24,27.12
2508,2019-01-25,27.53
2509,2019-01-28,27.44
2510,2019-01-29,27.12
2511,2019-01-30,26.95
2512,2019-01-31,26.35
2513,2019-02-01,26.91
2514,2019-02-04,27.24
2515,2019-02-05,27.02
2516,2019-02-06,27.02
2517,2019-02-07,26.52
2518,2019-02-08,26.32
2519,2019-02-11,26.61
2520,2019-02-12,26.84
2521,2019-02-13,27.08
2522,2019-02-14,26.57
2523,2019-02-15,26.66
2524,2019-02-19,26.47
2525,2019-02-20,26.54
2526,2019-02-21,26.88
2527,2019-02-22,26.55
2528,2019-02-25,26.73
2529,2019-02-26,26.36
2530,2019-02-27,26.93
2531,2019-02-28,27.11
2532,2019-03-01,27.55
2533,2019-03-04,27.22
2534,2019-03-05,27.22
2535,2019-03-06,26.92
2536,2019-03-07,26.36
2537,2019-03-08,26.25
2538,2019-03-11,26.43
2539,2019-03-12,26.05
2540,2019-03-13,26.11
2541,2019-03-14,26.3
2542,2019-03-15,25.93
2543,2019-03-18,26.02
2544,2019-03-19,26.14
2545,2019-03-20,25.35
2546,2019-03-21,25.37
2547,2019-03-22,24.55
2548,2019-03-25,24.2
2549,2019-03-26,24.14
2550,2019-03-27,23.74
2551,2019-03-28,23.89
2552,2019-03-29,24.14
2553,2019-04-01,24.97
2554,2019-04-02,24.81
2555,2019-04-03,25.17
2556,2019-04-04,25.12
2557,2019-04-05,25.01
2558,2019-04-08,25.19
2559,2019-04-09,24.99
2560,2019-04-10,24.77
2561,2019-04-11,25.04
2562,2019-04-12,25.6
2563,2019-04-15,25.53
2564,2019-04-16,25.92
2565,2019-04-17,25.92
2566,2019-04-18,25.6
2567,2019-04-22,25.9
2568,2019-04-23,25.7
2569,2019-04-24,25.22
2570,2019-04-25,25.34
2571,2019-04-26,25.05
2572,2019-04-29,25.36
2573,2019-04-30,25.09
2574,2019-05-01,25.11
2575,2019-05-02,25.52
2576,2019-05-03,25.31
2577,2019-05-06,25.0
2578,2019-05-07,24.48
2579,2019-05-08,24.82
2580,2019-05-09,24.57
2581,2019-05-10,24.55
2582,2019-05-13,24.05
2583,2019-05-14,24.19
2584,2019-05-15,23.79
2585,2019-05-16,24.05
2586,2019-05-17,23.93
2587,2019-05-20,24.16
2588,2019-05-21,24.26
2589,2019-05-22,23.93
2590,2019-05-23,22.96
2591,2019-05-24,23.24
2592,2019-05-28,22.68
2593,2019-05-29,22.36
2594,2019-05-30,22.27
2595,2019-05-31,21.42
2596,2019-06-03,20.81
2597,2019-06-04,21.19
2598,2019-06-05,21.23
2599,2019-06-06,21.24
2600,2019-06-07,20.84
2601,2019-06-10,21.43
2602,2019-06-11,21.4
2603,2019-06-12,21.27
2604,2019-06-13,20.91
2605,2019-06-14,20.93
2606,2019-06-17,20.86
2607,2019-06-18,20.6
2608,2019-06-19,20.29
2609,2019-06-20,20.01
2610,2019-06-21,20.68
2611,2019-06-24,20.21
2612,2019-06-25,19.94
2613,2019-06-26,20.49
2614,2019-06-27,20.05
2615,2019-06-28,20.0
2616,2019-07-01,20.34
2617,2019-07-02,19.76
2618,2019-07-03,19.53
2619,2019-07-05,20.48
2620,2019-07-08,20.34
2621,2019-07-09,20.54
2622,2019-07-10,20.61
2623,2019-07-11,21.2
2624,2019-07-12,21.06
2625,2019-07-15,20.92
2626,2019-07-16,21.22
2627,2019-07-17,20.61
2628,2019-07-18,20.38
2629,2019-07-19,20.48
2630,2019-07-22,20.43
2631,2019-07-23,20.74
2632,2019-07-24,20.5
2633,2019-07-25,20.74
2634,2019-07-26,20.81
2635,2019-07-29,20.55
2636,2019-07-30,20.61
2637,2019-07-31,20.21
2638,2019-08-01,18.94
2639,2019-08-02,18.55
2640,2019-08-05,17.35
2641,2019-08-06,17.39
2642,2019-08-07,16.84
2643,2019-08-08,17.16
2644,2019-08-09,17.34
2645,2019-08-12,16.39
2646,2019-08-13,16.8
2647,2019-08-14,15.81
2648,2019-08-15,15.29
2649,2019-08-16,15.39
2650,2019-08-19,15.98
2651,2019-08-20,15.61
2652,2019-08-21,15.77
2653,2019-08-22,16.1
2654,2019-08-23,15.28
2655,2019-08-26,15.45
2656,2019-08-27,14.9
2657,2019-08-28,14.66
2658,2019-08-29,15.16
2659,2019-08-30,15.06
2660,2019-09-03,14.66
2661,2019-09-04,14.59
2662,2019-09-05,15.65
2663,2019-09-06,15.5
2664,2019-09-09,16.22
2665,2019-09-10,17.02
2666,2019-09-11,17.33
2667,2019-09-12,17.91
2668,2019-09-13,19.03
2669,2019-09-16,18.41
2670,2019-09-17,18.12
2671,2019-09-18,17.86
2672,2019-09-19,17.74
2673,2019-09-20,17.55
2674,2019-09-23,17.08
2675,2019-09-24,16.35
2676,2019-09-25,17.32
2677,2019-09-26,16.85
2678,2019-09-27,16.75
2679,2019-09-30,16.75
2680,2019-10-01,16.44
2681,2019-10-02,15.96
2682,2019-10-03,15.36
2683,2019-10-04,15.15
2684,2019-10-07,15.53
2685,2019-10-08,15.37
2686,2019-10-09,15.89
2687,2019-10-10,16.58
2688,2019-10-11,17.52
2689,2019-10-14,17.33
2690,2019-10-15,17.71
2691,2019-10-16,17.48
2692,2019-10-17,17.57
2693,2019-10-18,17.47
2694,2019-10-21,17.92
2695,2019-10-22,17.68
2696,2019-10-23,17.59
2697,2019-10-24,17.66
2698,2019-10-25,18.01
2699,2019-10-28,18.53
2700,2019-10-29,18.35
2701,2019-10-30,17.98
2702,2019-10-31,16.91
2703,2019-11-01,17.28
2704,2019-11-04,17.86
2705,2019-11-05,18.66
2706,2019-11-06,18.14
2707,2019-11-07,19.26
2708,2019-11-08,19.33
2709,2019-11-11,19.43
2710,2019-11-12,19.09
2711,2019-11-13,18.7
2712,2019-11-14,18.15
2713,2019-11-15,18.34
2714,2019-11-18,18.08
2715,2019-11-19,17.86
2716,2019-11-20,17.38
2717,2019-11-21,17.72
2718,2019-11-22,17.74
2719,2019-11-25,17.64
2720,2019-11-26,17.4
2721,2019-11-27,17.67
2722,2019-11-29,17.76
2723,2019-12-02,18.36
2724,2019-12-03,17.09
2725,2019-12-04,17.81
2726,2019-12-05,17.97
2727,2019-12-06,18.42
2728,2019-12-09,18.29
2729,2019-12-10,18.33
2730,2019-12-11,17.9
2731,2019-12-12,18.97
2732,2019-12-13,18.19
2733,2019-12-16,18.92
2734,2019-12-17,18.89
2735,2019-12-18,19.24
2736,2019-12-19,19.08
2737,2019-12-20,19.17
2738,2019-12-23,19.35
2739,2019-12-24,19.1
2740,2019-12-26,19.05
2741,2019-12-27,18.74
2742,2019-12-30,18.95
2743,2019-12-31,19.19
2744,2020-01-02,18.82
2745,2020-01-03,17.88
2746,2020-01-06,18.11
2747,2020-01-07,18.27
2748,2020-01-08,18.74
2749,2020-01-09,18.58
2750,2020-01-10,18.25
2751,2020-01-13,18.48
2752,2020-01-14,18.18
2753,2020-01-15,17.88
2754,2020-01-16,18.09
2755,2020-01-17,18.36
2756,2020-01-21,17.69
2757,2020-01-22,17.69
2758,2020-01-23,17.4
2759,2020-01-24,16.81
2760,2020-01-27,16.05
2761,2020-01-28,16.41
2762,2020-01-29,15.94
2763,2020-01-30,15.58
2764,2020-01-31,15.2
2765,2020-02-03,15.2
2766,2020-02-04,16.03
2767,2020-02-05,16.49
2768,2020-02-06,16.44
2769,2020-02-07,15.78
2770,2020-02-10,15.47
2771,2020-02-11,15.9
2772,2020-02-12,16.3
2773,2020-02-13,16.17
2774,2020-02-14,15.88
2775,2020-02-18,15.56
2776,2020-02-19,15.7
2777,2020-02-20,15.25
2778,2020-02-21,14.71
2779,2020-02-24,13.77
2780,2020-02-25,13.3
2781,2020-02-26,13.1
2782,2020-02-27,12.99
2783,2020-02-28,11.27
2784,2020-03-02,10.88
2785,2020-03-03,10.1
2786,2020-03-04,9.92
2787,2020-03-05,9.26
2788,2020-03-06,7.06
2789,2020-03-09,4.99
2790,2020-03-10,7.48
2791,2020-03-11,8.2
2792,2020-03-12,8.49
2793,2020-03-13,9.51
2794,2020-03-16,7.28
2795,2020-03-17,9.97
2796,2020-03-18,12.66
2797,2020-03-19,11.19
2798,2020-03-20,9.38
2799,2020-03-23,7.64
2800,2020-03-24,8.16
2801,2020-03-25,8.58
2802,2020-03-26,8.11
2803,2020-03-27,7.49
2804,2020-03-30,6.7
2805,2020-03-31,6.98
2806,2020-04-01,6.35
2807,2020-04-02,6.27
2808,2020-04-03,5.87
2809,2020-04-06,6.76
2810,2020-04-07,7.36
2811,2020-04-08,7.64
2812,2020-04-09,7.29
2813,2020-04-13,7.49
2814,2020-04-14,7.52
2815,2020-04-15,6.38
2816,2020-04-16,6.09
2817,2020-04-17,6.54
2818,2020-04-20,6.26
2819,2020-04-21,5.71
2820,2020-04-22,6.19
2821,2020-04-23,6.13
2822,2020-04-24,5.96
2823,2020-04-27,6.56
2824,2020-04-28,6.1
2825,2020-04-29,6.27
2826,2020-04-30,6.22
2827,2020-05-01,6.42
2828,2020-05-04,6.37
2829,2020-05-05,6.57
2830,2020-05-06,7.11
2831,2020-05-07,6.31
2832,2020-05-08,6.82
2833,2020-05-11,7.26
2834,2020-05-12,6.78
2835,2020-05-13,6.49
2836,2020-05-14,6.19
2837,2020-05-15,6.4
2838,2020-05-18,7.44
2839,2020-05-19,7.11
2840,2020-05-20,6.8
2841,2020-05-21,6.77
2842,2020-05-22,6.57
2843,2020-05-26,6.98
2844,2020-05-27,6.8
2845,2020-05-28,7.05
2846,2020-05-29,6.48
2847,2020-06-01,6.62
2848,2020-06-02,6.8
2849,2020-06-03,7.61
2850,2020-06-04,8.2
2851,2020-06-05,9.04
2852,2020-06-08,8.84
2853,2020-06-09,8.29
2854,2020-06-10,7.48
2855,2020-06-11,6.53
2856,2020-06-12,6.99
2857,2020-06-15,7.02
2858,2020-06-16,7.56
2859,2020-06-17,7.33
2860,2020-06-18,6.94
2861,2020-06-19,6.97
2862,2020-06-22,7.04
2863,2020-06-23,7.09
2864,2020-06-24,6.84
2865,2020-06-25,6.74
2866,2020-06-26,6.36
2867,2020-06-29,6.36
2868,2020-06-30,6.53
2869,2020-07-01,6.82
2870,2020-07-02,6.69
2871,2020-07-06,6.84
2872,2020-07-07,6.5
2873,2020-07-08,6.53
2874,2020-07-09,6.05
2875,2020-07-10,6.33
2876,2020-07-13,6.4
2877,2020-07-14,6.15
2878,2020-07-15,6.3
2879,2020-07-16,6.12
2880,2020-07-17,6.28
2881,2020-07-20,6.2
2882,2020-07-21,6.07
2883,2020-07-22,5.95
2884,2020-07-23,5.82
2885,2020-07-24,5.89
2886,2020-07-27,6.09
2887,2020-07-28,5.81
2888,2020-07-29,5.79
2889,2020-07-30,5.41
2890,2020-07-31,5.36
2891,2020-08-03,5.63
2892,2020-08-04,5.15
2893,2020-08-05,5.43
2894,2020-08-06,5.36
2895,2020-08-07,5.62
2896,2020-08-10,5.74
2897,2020-08-11,6.58
2898,2020-08-12,6.7
2899,2020-08-13,7.16
2900,2020-08-14,7.09
2901,2020-08-17,6.83
2902,2020-08-18,6.69
2903,2020-08-19,6.75
2904,2020-08-20,6.44
2905,2020-08-21,6.4
2906,2020-08-24,6.46
2907,2020-08-25,6.82
2908,2020-08-26,6.87
2909,2020-08-27,7.46
2910,2020-08-28,7.29
2911,2020-08-31,6.93
2912,2020-09-01,6.72
2913,2020-09-02,6.51
2914,2020-09-03,6.22
2915,2020-09-04,7.21
2916,2020-09-08,6.84
2917,2020-09-09,7.03
2918,2020-09-10,6.85
2919,2020-09-11,6.69
2920,2020-09-14,6.71
2921,2020-09-15,6.79
2922,2020-09-16,6.87
2923,2020-09-17,6.84
2924,2020-09-18,6.94
2925,2020-09-21,6.71
2926,2020-09-22,6.64
2927,2020-09-23,6.76
2928,2020-09-24,6.66
2929,2020-09-25,6.59
2930,2020-09-28,6.63
2931,2020-09-29,6.45
2932,2020-09-30,6.77
2933,2020-10-01,6.77
2934,2020-10-02,6.96
2935,2020-10-05,7.62
2936,2020-10-06,7.42
2937,2020-10-07,7.85
2938,2020-10-08,7.65
2939,2020-10-09,7.75
2940,2020-10-12,7.77
2941,2020-10-13,7.27
2942,2020-10-14,7.22
2943,2020-10-15,7.31
2944,2020-10-16,7.44
2945,2020-10-19,7.61
2946,2020-10-20,7.97
2947,2020-10-21,8.16
2948,2020-10-22,8.48
2949,2020-10-23,8.41
2950,2020-10-26,8.01
2951,2020-10-27,7.78
2952,2020-10-28,7.81
2953,2020-10-29,8.35
2954,2020-10-30,8.6
2955,2020-11-02,8.49
2956,2020-11-03,8.82
2957,2020-11-04,7.68
2958,2020-11-05,7.76
2959,2020-11-06,8.2
2960,2020-11-09,9.58
2961,2020-11-10,9.72
2962,2020-11-11,9.58
2963,2020-11-12,8.85
2964,2020-11-13,8.93
2965,2020-11-16,9.06
2966,2020-11-17,8.72
2967,2020-11-18,8.82
2968,2020-11-19,8.54
2969,2020-11-20,8.29
2970,2020-11-23,8.57
2971,2020-11-24,8.82
2972,2020-11-25,8.78
2973,2020-11-27,8.42
2974,2020-11-30,8.44
2975,2020-12-01,9.34
2976,2020-12-02,9.48
2977,2020-12-03,9.2
2978,2020-12-04,9.69
2979,2020-12-07,9.28
2980,2020-12-08,9.13
2981,2020-12-09,9.41
2982,2020-12-10,9.08
2983,2020-12-11,8.93
2984,2020-12-14,8.92
2985,2020-12-15,9.23
2986,2020-12-16,9.2
2987,2020-12-17,9.3
2988,2020-12-18,9.48
2989,2020-12-21,9.41
2990,2020-12-22,9.18
2991,2020-12-23,9.55
2992,2020-12-24,9.26
2993,2020-12-28,9.33
2994,2020-12-29,9.35
2995,2020-12-30,9.26
2996,2020-12-31,9.17
2997,2021-01-04,9.17
2998,2021-01-05,9.55
2999,2021-01-06,10.42
3000,2021-01-07,10.71
3001,2021-01-08,11.05
3002,2021-01-11,11.32
3003,2021-01-12,11.38
3004,2021-01-13,10.88
3005,2021-01-14,11.29
3006,2021-01-15,10.97
3007,2021-01-19,10.92
3008,2021-01-20,10.9
3009,2021-01-21,11.09
3010,2021-01-22,10.91
3011,2021-01-25,10.4
3012,2021-01-26,10.4
3013,2021-01-27,10.14
3014,2021-01-28,10.57
3015,2021-01-29,10.93
3016,2021-02-01,10.77
3017,2021-02-02,11.05
3018,2021-02-03,11.31
3019,2021-02-04,11.39
3020,2021-02-05,11.7
3021,2021-02-08,11.6
3022,2021-02-09,11.57
3023,2021-02-10,11.33
3024,2021-02-11,11.58
3025,2021-02-12,12.0
3026,2021-02-16,12.99
3027,2021-02-17,13.01
3028,2021-02-18,12.87
3029,2021-02-19,13.45
3030,2021-02-22,13.7
3031,2021-02-23,13.62
3032,2021-02-24,13.89
3033,2021-02-25,15.18
3034,2021-02-26,14.6
3035,2021-03-01,14.46
3036,2021-03-02,14.15
3037,2021-03-03,14.7
3038,2021-03-04,15.5
3039,2021-03-05,15.54
3040,2021-03-08,15.96
3041,2021-03-09,15.46
3042,2021-03-10,15.2
3043,2021-03-11,15.27
3044,2021-03-12,16.35
3045,2021-03-15,16.07
3046,2021-03-16,16.21
3047,2021-03-17,16.41
3048,2021-03-18,17.3
3049,2021-03-19,17.32
3050,2021-03-22,16.84
3051,2021-03-23,16.38
3052,2021-03-24,16.14
3053,2021-03-25,16.14
3054,2021-03-26,16.6
