,date,gold price
2841,2020-05-14,1752.1
2842,2020-05-15,1768.0
2843,2020-05-18,1746.7
2844,2020-05-19,1757.9
2845,2020-05-20,1765.6
2846,2020-05-21,1736.9
2847,2020-05-22,1753.5
2848,2020-05-26,1728.2
2849,2020-05-27,1726.8
2850,2020-05-28,1728.3
2851,2020-05-29,1751.7
2852,2020-06-01,1750.3
2853,2020-06-02,1734.0
2854,2020-06-03,1704.8
2855,2020-06-04,1727.4
2856,2020-06-05,1683.0
2857,2020-06-08,1705.1
2858,2020-06-09,1721.9
2859,2020-06-10,1720.7
2860,2020-06-11,1739.8
2861,2020-06-12,1737.3
2862,2020-06-15,1727.2
2863,2020-06-16,1736.5
2864,2020-06-17,1735.6
2865,2020-06-18,1731.1
2866,2020-06-19,1753.0
2867,2020-06-22,1766.4
2868,2020-06-23,1782.0
2869,2020-06-24,1775.1
2870,2020-06-25,1770.6
2871,2020-06-26,1780.3
2872,2020-06-29,1781.2
2873,2020-06-30,1800.5
2874,2020-07-01,1779.9
2875,2020-07-02,1790.0
2876,2020-07-06,1793.5
2877,2020-07-07,1809.9
2878,2020-07-08,1820.6
2879,2020-07-09,1803.8
2880,2020-07-10,1801.9
2881,2020-07-13,1814.1
2882,2020-07-14,1813.4
2883,2020-07-15,1813.8
2884,2020-07-16,1800.3
2885,2020-07-17,1810.0
2886,2020-07-20,1817.4
2887,2020-07-21,1843.9
2888,2020-07-22,1865.1
2889,2020-07-23,1890.0
2890,2020-07-24,1897.5
2891,2020-07-27,1931.0
2892,2020-07-28,1944.6
2893,2020-07-29,1953.4
2894,2020-07-30,1955.2
2895,2020-07-31,1973.9
2896,2020-08-03,1974.7
2897,2020-08-04,2008.5
2898,2020-08-05,2037.1
2899,2020-08-06,2058.4
2900,2020-08-07,2018.0
2901,2020-08-10,2030.3
2902,2020-08-11,1938.9
2903,2020-08-12,1940.5
2904,2020-08-13,1961.9
2905,2020-08-14,1942.3
2906,2020-08-17,1989.9
2907,2020-08-18,2004.8
2908,2020-08-19,1963.5
2909,2020-08-20,1938.3
2910,2020-08-21,1938.3
2911,2020-08-24,1931.5
2912,2020-08-25,1915.6
2913,2020-08-26,1944.1
2914,2020-08-27,1925.0
2915,2020-08-28,1966.8
2916,2020-08-31,1970.5
2917,2020-09-01,1970.8
2918,2020-09-02,1936.9
2919,2020-09-03,1930.2
2920,2020-09-04,1926.2
2921,2020-09-08,1935.1
2922,2020-09-09,1946.8
2923,2020-09-10,1956.0
2924,2020-09-11,1939.5
2925,2020-09-14,1954.7
2926,2020-09-15,1958.0
2927,2020-09-16,1962.0
2928,2020-09-17,1941.3
2929,2020-09-18,1953.2
2930,2020-09-21,1902.1
2931,2020-09-22,1899.3
2932,2020-09-23,1860.5
2933,2020-09-24,1868.9
2934,2020-09-25,1857.8
2935,2020-09-28,1872.8
2936,2020-09-29,1894.3
2937,2020-09-30,1887.5
2938,2020-10-01,1908.4
2939,2020-10-02,1900.2
2940,2020-10-05,1912.5
2941,2020-10-06,1901.1
2942,2020-10-07,1883.6
2943,2020-10-08,1888.6
2944,2020-10-09,1919.5
2945,2020-10-12,1922.5
2946,2020-10-13,1888.5
2947,2020-10-14,1901.3
2948,2020-10-15,1903.2
2949,2020-10-16,1900.8
2950,2020-10-19,1907.7
2951,2020-10-20,1911.6
2952,2020-10-21,1925.7
2953,2020-10-22,1901.6
2954,2020-10-23,1902.3
2955,2020-10-26,1903.1
2956,2020-10-27,1909.2
2957,2020-10-28,1876.5
2958,2020-10-29,1865.6
2959,2020-10-30,1877.4
2960,2020-11-02,1890.4
2961,2020-11-03,1908.5
2962,2020-11-04,1894.6
2963,2020-11-05,1945.3
2964,2020-11-06,1951.7
2965,2020-11-09,1854.4
2966,2020-11-10,1876.4
2967,2020-11-11,1861.6
2968,2020-11-12,1873.3
2969,2020-11-13,1886.2
2970,2020-11-16,1887.8
2971,2020-11-17,1885.1
2972,2020-11-18,1873.9
2973,2020-11-19,1861.5
2974,2020-11-20,1872.4
2975,2020-11-23,1837.8
2976,2020-11-24,1804.6
2977,2020-11-25,1811.2
2978,2020-11-27,1788.1
2979,2020-11-30,1780.9
2980,2020-12-01,1818.9
2981,2020-12-02,1830.2
2982,2020-12-03,1841.1
2983,2020-12-04,1840.0
2984,2020-12-07,1866.0
2985,2020-12-08,1874.9
2986,2020-12-09,1838.5
2987,2020-12-10,1837.4
2988,2020-12-11,1843.6
2989,2020-12-14,1832.1
2990,2020-12-15,1855.3
2991,2020-12-16,1859.1
2992,2020-12-17,1890.4
2993,2020-12-18,1888.9
2994,2020-12-21,1882.8
2995,2020-12-22,1870.3
2996,2020-12-23,1878.1
2997,2020-12-24,1883.2
2998,2020-12-28,1880.4
2999,2020-12-29,1882.9
3000,2020-12-30,1893.4
3001,2020-12-31,1895.1
3002,2021-01-04,1946.6
3003,2021-01-05,1954.4
3004,2021-01-06,1908.6
3005,2021-01-07,1913.6
3006,2021-01-08,1835.4
3007,2021-01-11,1850.8
3008,2021-01-12,1844.2
3009,2021-01-13,1854.9
3010,2021-01-14,1851.4
3011,2021-01-15,1829.9
3012,2021-01-19,1840.2
3013,2021-01-20,1866.5
3014,2021-01-21,1865.9
3015,2021-01-22,1856.2
3016,2021-01-25,1855.2
3017,2021-01-26,1850.9
3018,2021-01-27,1848.9
3019,2021-01-28,1841.2
3020,2021-01-29,1850.3
3021,2021-02-01,1863.9
3022,2021-02-02,1833.4
3023,2021-02-03,1835.1
3024,2021-02-04,1791.2
3025,2021-02-05,1813.0
3026,2021-02-08,1834.2
3027,2021-02-09,1837.5
3028,2021-02-10,1842.7
3029,2021-02-11,1826.8
3030,2021-02-12,1823.2
3031,2021-02-16,1799.0
3032,2021-02-17,1772.8
3033,2021-02-18,1775.0
3034,2021-02-19,1777.4
3035,2021-02-22,1808.4
3036,2021-02-23,1805.9
3037,2021-02-24,1797.9
3038,2021-02-25,1775.4
3039,2021-02-26,1728.8
3040,2021-03-01,1723.0
3041,2021-03-02,1733.6
3042,2021-03-03,1715.8
3043,2021-03-04,1700.7
3044,2021-03-05,1698.5
3045,2021-03-08,1678.0
3046,2021-03-09,1716.9
3047,2021-03-10,1721.8
3048,2021-03-11,1722.6
3049,2021-03-12,1719.8
3050,2021-03-15,1729.2
3051,2021-03-16,1730.9
3052,2021-03-17,1727.1
3053,2021-03-18,1732.5
3054,2021-03-19,1741.7
3055,2021-03-22,1738.1
3056,2021-03-23,1725.1
3057,2021-03-24,1733.2
3058,2021-03-25,1725.1
3059,2021-03-26,1732.3
